,Target,Importance
6898,MV4;11_Acute_myeloid_leukemia | POLR2A | ID:74311,3
5127,A549_Epithelium_Lung | CEBPB | ID:63607,3
7145,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:76215,3
5120,HEK293_Epithelium_Embryonic_Kidney | GFI1B | ID:63597,3
5122,K562_Erythroblast_Bone_Marrow | DDX20 | ID:63599,3
5919,PEO1 | GRHL2 | ID:68001,3
7953,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:8479,3
6905,D283_Med | OTX2 | ID:74345,3
6913,D-341 | OTX2 | ID:74353,3
6915,D-341 | OTX2 | ID:74355,3
5557,A549_Epithelium_Lung | BCL3 | ID:64800,3
7788,K562_Leukemia | POLR2A | ID:83754,3
5551,MCF-7_Epithelium_Breast | ZNF687 | ID:64787,3
5126,A549_Epithelium_Lung | CEBPB | ID:63606,3
5195,HepG2_Epithelium_Liver | HLF | ID:63808,3
5130,K562_Erythroblast_Bone_Marrow | ZKSCAN8 | ID:63610,3
5187,HEK293_Epithelium_Embryonic_Kidney | ZNF264 | ID:63773,3
5546,HEK293_Epithelium_Embryonic_Kidney | REST | ID:64778,3
7943,K562_Erythroblast_Bone_Marrow | GATA1 | ID:84686,3
6095,ZR-75-30 | EP300 | ID:68917,3
8070,SW480_Colon | TP53 | ID:85656,3
5135,HEK293_Epithelium_Embryonic_Kidney | ZNF280D | ID:63619,3
8046,LS174T_Epithelium_Colon | POLR2A | ID:8546,3
5137,HEK293_Epithelium_Embryonic_Kidney | ZNF501 | ID:63632,3
6924,MCF-7_Breast | RELA | ID:74382,3
6382,HeLa_Epithelium_Cervix | ATF7IP | ID:71057,3
7189,hESC | POLR2A | ID:76417,3
5190,HepG2_Epithelium_Liver | RNF2 | ID:63792,3
5189,HepG2_Epithelium_Liver | RNF2 | ID:63791,3
7534,Muscle | NR3C1 | ID:82065,3
5217,Stomach | CTCF | ID:63868,3
5603,K562_Erythroblast_Bone_Marrow | IKZF1 | ID:64919,3
7737,MCF-7_Epithelium_Breast | ESR1 | ID:83430,3
5881,LNCaP_Epithelium_Prostate | FOXA1 | ID:67750,3
7582,V5 | BCL11A | ID:82369,3
5008,K562_Erythroblast_Bone_Marrow | ELK1 | ID:63321,3
6988,K562_Erythroblast_Bone_Marrow | ZMYM3 | ID:74660,3
6931,MCF-7_Breast | RELA | ID:74392,3
8103,Muscle | POLR2A | ID:85937,3
8024,Endothelial_Cell | EP300 | ID:85378,3
7557,HeLa_Epithelium_Cervix | POLR2A | ID:82306,3
7110,Rh4_rhabdomyosarcoma | MYCN | ID:75840,3
6188,T47D_Breast | KDM5A | ID:69731,3
6324,HCT-116_Colon_cancer_cell_Colon | TCF7L1 | ID:70803,3
6598,BJEL_Fibroblast_Foreskin | POLR2A | ID:72428,3
6597,BJELM_Fibroblast_Foreskin | POLR2A | ID:72427,3
8025,Fibroblast | POLR2A | ID:85383,3
5255,K562_Erythroblast_Bone_Marrow | RUNX1 | ID:63972,3
5264,HEK293_Epithelium_Embryonic_Kidney | ZFP64 | ID:63982,3
5461,K562_Erythroblast_Bone_Marrow | JUNB | ID:64538,3
6820,293T | ZNF382 | ID:73952,3
5882,LNCaP_Epithelium_Prostate | AR | ID:67753,3
7850,HCT-116_HCT116 | POLR2A | ID:84239,3
7555,NGP_Neuroblastoma_cell | MYCN | ID:82208,3
7583,TMD8 | STAT3 | ID:82372,3
5886,Hematopoietic_stem_and_progenitor_cell_Fetal_Liver | SPI1 | ID:67765,3
7308,293T | ZNF460 | ID:77114,3
6981,GM12878_B_Lymphocyte_Blood | ZNF18 | ID:74653,3
7768,Breast | NR3C1 | ID:83626,3
7715,T47D_Epithelium_Mammary_Gland | GATA3 | ID:83264,3
6537,Glioblastoma_Stem_Cell | POLR2A | ID:72335,3
5651,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:65075,3
6320,MM1.S_B_Lymphocyte_Blood | HDAC3 | ID:70761,3
7558,HeLa_Epithelium_Cervix | POLR2A | ID:82307,3
5247,HepG2_Epithelium_Liver | SSRP1 | ID:63942,3
8107,Muscle | KLF15 | ID:85942,3
7619,HUDEP-2 | ZBTB7A | ID:82594,3
7349,293T | ZKSCAN5 | ID:77183,3
5450,A549_Epithelium_Lung | FOSL2 | ID:64486,3
7581,K562_Erythroblast_Bone_Marrow | POLR2A | ID:82356,3
7688,hESC | RYBP | ID:83150,3
7510,Embryonic_Stem_Cell_epithelioid_sarcoma | SUZ12 | ID:81899,3
7736,MCF-7_Epithelium_Breast | ESR1 | ID:83429,3
8109,TIME_Glioblastoma_cell_Brain | KLF4 | ID:85956,3
6309,U2OS_Bone | MYC | ID:70568,3
7096,Retina | BRD4 | ID:75562,3
5873,LNCaP_Epithelium_Prostate | AR | ID:67742,3
5272,HEK293_Epithelium_Embryonic_Kidney | KLF7 | ID:64011,3
6992,K562_Erythroblast_Bone_Marrow | NRF1 | ID:74664,3
7343,293T | ZNF133 | ID:77175,3
5004,HEK293_Epithelium_Embryonic_Kidney | SCRT2 | ID:63317,3
6604,K562_Haematopoietic_and_lymphoid | POLR2A | ID:72442,3
6195,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69761,3
7734,MCF-7_Epithelium_Breast | ESR1 | ID:83427,3
6312,HEK293_HEK_293_Cell_Line | FOXK1 | ID:70731,3
5269,K562_Erythroblast_Bone_Marrow | ZNF589 | ID:64008,3
6425,LNCaP_Epithelium_Prostate | AR | ID:71223,3
6812,293T | ZNF680 | ID:73932,3
6603,BJAB_B_Lymphocyte | POLR2A | ID:72436,3
5268,K562_Erythroblast_Bone_Marrow | ETS2 | ID:63993,3
5454,K562_Erythroblast_Bone_Marrow | TSC22D4 | ID:64519,3
6318,HEK293_HEK_293_Cell_Line | OGT | ID:70759,3
5003,HEK293_Epithelium_Embryonic_Kidney | SCRT2 | ID:63316,3
6192,MV4;11_Leukemia_Cell_Blood | POLR2A | ID:69756,3
6177,Jurkat_T_Lymphocyte_Blood | CDK7 | ID:69615,3
6417,LNCaP_Epithelium_Prostate | FOXA1 | ID:71212,3
5080,K562_Erythroblast_Bone_Marrow | CSDE1 | ID:63484,3
6346,A549_Epithelium_Lung | NR3C1 | ID:70946,3
6343,A549_Epithelium_Lung | NR3C1 | ID:70941,3
6966,MCF-7 | NRF1 | ID:74638,3
7914,K562_Erythroblast_Bone_Marrow | GATA1 | ID:8458,3
5231,K562_Erythroblast_Bone_Marrow | NFE2L1 | ID:63895,3
7122,MCF-7_Mammary_Gland | ESR1 | ID:76101,3
6061,T47D_Embryonic_Stem_Cell_Breast | ESR1 | ID:68845,3
5957,C4-2_Prostate | POLR2A | ID:68083,3
6160,SKmel147_Melanoma_Cell | INO80 | ID:69516,3
5623,K562_Erythroblast_Bone_Marrow | RFX1 | ID:64987,3
5058,A549_Epithelium_Lung | NR3C1 | ID:63442,3
5484,HEK293_Epithelium_Embryonic_Kidney | FEZF1 | ID:64605,3
6344,A549_Epithelium_Lung | NR3C1 | ID:70942,3
6345,A549_Epithelium_Lung | NR3C1 | ID:70945,3
6860,T47D_Breast | FOXA1 | ID:74139,3
7280,293T | ZNF714 | ID:77055,3
5066,MCF-7_Epithelium_Breast | GATAD2B | ID:63454,3
5487,K562_Erythroblast_Bone_Marrow | HDAC8 | ID:64618,3
6408,LNCaP_Epithelium_Prostate | RELA | ID:71203,3
6068,ZR-75-1_Embryonic_Stem_Cell_Breast | FOXA1 | ID:68853,3
8039,Embryonic_Stem_Cell | TFAP2A | ID:85423,3
6155,LNCaP_Epithelium_Prostate | FOXA1 | ID:69365,3
6965,MCF-7 | NRF1 | ID:74637,3
8089,JHU-011_Erythroblast_Blood | CTCF | ID:85826,3
7831,Proerythroblast_Blood | SMAD1 | ID:8414,3
5490,K562_Erythroblast_Bone_Marrow | NRF1 | ID:64621,3
7253,B_Lymphocyte | CD74 | ID:76931,3
5604,A549_Epithelium_Lung | HES2 | ID:64927,3
5221,HEK293_Epithelium_Embryonic_Kidney | ZNF138 | ID:63872,3
5053,Liver | YY1 | ID:63431,3
6851,A549_Epithelium_Lung | NKX2-1 | ID:74051,3
6827,293T | ZNF2 | ID:73961,3
7290,293T | ZNF611 | ID:77078,3
7806,K562_Lymphoblast | HOXA11 | ID:83917,3
5959,C4-2_Prostate | POLR2A | ID:68085,3
6056,T47D_Embryonic_Stem_Cell_Breast | FOXA1 | ID:68840,3
6336,HCT-116_Colon_cancer_cell_Colon | SP1 | ID:70815,3
7805,MOLT-4_T_Lymphoblast | BRD4 | ID:83903,3
8099,Muscle | POLR2A | ID:85933,3
6836,293T | ZFP57 | ID:73980,3
5037,HEK293_Epithelium_Embryonic_Kidney | ZFP37 | ID:63398,3
5039,gastroesophageal_sphincter | POLR2A | ID:63403,3
5642,HEK293_Epithelium_Embryonic_Kidney | ZNF554 | ID:65061,3
7963,U937_Pleura | PTPA | ID:84908,3
5234,HEK293_Epithelium_Embryonic_Kidney | ZXDB | ID:63903,3
6839,Thymus | BCL11B | ID:73985,3
6169,MV4-11_Leukemia_Cell | ASH1L | ID:69557,3
5051,HEK293_Epithelium_Embryonic_Kidney | INSM2 | ID:63428,3
7615,K562_Erythroblast_Bone_Marrow | POLR2A | ID:82581,3
7911,KG1_Bone_Marrow | EZH2 | ID:84555,3
6846,endometrioid_adenocarcinoma | ESR1 | ID:74003,3
5045,A549_Epithelium_Lung | CEBPB | ID:63415,3
6168,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:69542,3
6339,hTERT-RPE1_Epithelium | E2F1 | ID:70860,3
5634,HEK293_Epithelium_Embryonic_Kidney | ZNF24 | ID:65032,3
5633,HEK293_Epithelium_Embryonic_Kidney | ZNF24 | ID:65031,3
6587,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72416,3
5048,K562_Erythroblast_Bone_Marrow | DDX20 | ID:63425,3
6164,Nalm6_Leukemia_Cell | POLR2A | ID:69533,3
6848,A549_Epithelium_Lung | SPDEF | ID:74047,3
6850,A549_Epithelium_Lung | NKX2-1 | ID:74050,3
8004,A673_Patient | EWSR1 | ID:85160,3
9470,WI-38 | CTCF | ENCODE,3
4843,GM12878_B_Lymphocyte_Blood | ZBTB40 | ID:62936,3
2233,K562_Erythroblast_Bone_Marrow | ELK1 | ID:45953,3
2384,ECC-1_Epithelium_Endometrium | ESR1 | ID:46103,3
2387,ECC-1_Epithelium_Endometrium | TAF1 | ID:46106,3
2389,GM12878_B_Lymphocyte_Blood | TAF1 | ID:46108,3
2393,GM12878_B_Lymphocyte_Blood | NFIC | ID:46111,3
2398,GM12878_B_Lymphocyte_Blood | PAX5 | ID:46116,3
2399,GM12878_B_Lymphocyte_Blood | ETS1 | ID:46117,3
8817,GM12878 | p300 | ENCODE,3
2406,GM12878_B_Lymphocyte_Blood | USF1 | ID:46124,3
2418,GM12878_B_Lymphocyte_Blood | GABPA | ID:46136,3
2419,GM12878_B_Lymphocyte_Blood | POLR2A | ID:46137,3
8811,GM12878 | NFIC | ENCODE,3
2425,GM12878_B_Lymphocyte_Blood | PML | ID:46143,3
2426,GM12878_B_Lymphocyte_Blood | MEF2C | ID:46144,3
8807,GM12878 | MTA3 | ENCODE,3
2447,GM12892_Lymphoblastoid_Blood | YY1 | ID:46163,3
2450,H1_Embryonic_Stem_Cell_Embryo | TCF12 | ID:46166,3
2452,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:46168,3
8823,GM12878 | PML | ENCODE,3
2375,ECC-1_Epithelium_Endometrium | CREB1 | ID:46095,3
2369,Haematopoietic_Progenitor_Cell_Blood | TAL1 | ID:4609,3
8842,GM12878 | SRF | ENCODE,3
8868,GM12891 | POU2F2 | ENCODE,3
8861,GM12878 | ZZZ3 | ENCODE,3
8856,GM12878 | YY1 | ENCODE | 1,3
2270,MCF-7_Epithelium_Breast | E2F1 | ID:45991,3
2271,MCF-7_Epithelium_Breast | CTCF | ID:45992,3
2282,MCF-10A_Epithelium_Breast | POLR2A | ID:46003,3
2286,MCF-10A_Epithelium_Breast | FOS | ID:46007,3
2318,SK-N-SH_Neuroblastoma_cell_Brain | EP300 | ID:46039,3
8825,GM12878 | Pol2 | ENCODE,3
8834,GM12878 | Rad21 | ENCODE | 1,3
2328,WI-38_Fibroblast_Lung | CTCF | ID:46049,3
2343,A549_Epithelium_Lung | USF1 | ID:46064,3
2349,A549_Epithelium_Lung | MAX | ID:46070,3
8827,GM12878 | Pol2 | ENCODE | 2,3
2361,A549_Epithelium_Lung | PBX3 | ID:46082,3
2363,A549_Epithelium_Lung | RAD21 | ID:46084,3
8801,GM12878 | IRF4 | ENCODE,3
2463,H1_Embryonic_Stem_Cell_Embryo | SP4 | ID:46179,3
2470,H1_Embryonic_Stem_Cell_Embryo | BCL11A | ID:46186,3
2627,SK-N-SH_Neuroblastoma_cell_Brain | REST | ID:46341,3
2577,K562_Erythroblast_Bone_Marrow | CTCFL | ID:46293,3
2582,K562_Erythroblast_Bone_Marrow | EGR1 | ID:46298,3
2587,K562_Erythroblast_Bone_Marrow | YY1 | ID:46303,3
2590,K562_Erythroblast_Bone_Marrow | THAP1 | ID:46306,3
2599,MCF-7_Epithelium_Breast | GABPA | ID:46314,3
2600,MCF-7_Epithelium_Breast | TEAD4 | ID:46315,3
2614,PANC-1_Pancreas | REST | ID:46328,3
2628,SK-N-SH_Neuroblastoma_cell_Brain | YY1 | ID:46342,3
8763,GM10847 (TNFa) | NFKB | ENCODE,3
2629,SK-N-SH_Neuroblastoma_cell_Brain | NFIC | ID:46343,3
8734,Fetal_Muscle_Leg | DNase.all.peaks | Roadmap,3
2639,SK-N-SH_Neuroblastoma_cell_Brain | POLR2A | ID:46353,3
2658,T47D_Epithelium_Mammary_Gland | JUND | ID:46372,3
2663,U87_Brain | REST | ID:46377,3
8719,Fetal_Intestine_Large | DNase.fdr0.01.hot | Roadmap,3
2671,HeLa_Epithelium_Cervix | MYC | ID:47102,3
2567,K562_Erythroblast_Bone_Marrow | MEF2A | ID:46283,3
2562,K562_Erythroblast_Bone_Marrow | ETS1 | ID:46278,3
2479,H1_Embryonic_Stem_Cell_Embryo | TAF7 | ID:46195,3
2521,HepG2_Epithelium_Liver | GABPA | ID:46237,3
2482,H1_Embryonic_Stem_Cell_Embryo | REST | ID:46198,3
2488,HCT-116_Colon | YY1 | ID:46204,3
2489,HCT-116_Colon | USF1 | ID:46205,3
2490,HCT-116_Colon | CEBPB | ID:46206,3
8789,GM12878 | CTCF | ENCODE | 3,3
8786,GM12878 | CTCF | ENCODE,3
2509,HepG2_Epithelium_Liver | EP300 | ID:46225,3
2523,HepG2_Epithelium_Liver | HNF4G | ID:46239,3
2561,K562_Erythroblast_Bone_Marrow | SIN3A | ID:46277,3
8777,GM12878 | BCLAF1 | ENCODE,3
8776,GM12878 | BCL3 | ENCODE,3
2531,HepG2_Epithelium_Liver | POLR2A | ID:46247,3
2544,HL-60_Promyeloblast_Blood | REST | ID:46260,3
2546,HL-60_Promyeloblast_Blood | POLR2A | ID:46262,3
2549,K562_Erythroblast_Bone_Marrow | NR2F2 | ID:46265,3
2552,K562_Erythroblast_Bone_Marrow | GABPA | ID:46268,3
8871,GM12891 | YY1 | ENCODE,3
8873,GM12892 (TNFa) | NFKB | ENCODE,3
8466,H1_Embryonic_Stem_Cell_Embryo | SAP30 | ID:8821,3
8874,GM12892 | PAX5-C20 | ENCODE,3
1908,GM12878_B_Lymphocyte_Blood | CUX1 | ID:45615,3
1909,GM12878_B_Lymphocyte_Blood | E2F4 | ID:45617,3
1915,GM12878_B_Lymphocyte_Blood | CTCF | ID:45623,3
8983,HCT-116 | CTCF | ENCODE,3
1925,GM12878_B_Lymphocyte_Blood | BHLHE40 | ID:45632,3
8982,HCPEpiC | CTCF | ENCODE,3
1928,GM12878_B_Lymphocyte_Blood | ELK1 | ID:45636,3
1929,GM12878_B_Lymphocyte_Blood | CHD2 | ID:45638,3
8980,HCFaa | CTCF | ENCODE,3
1938,GM12878_B_Lymphocyte_Blood | ZZZ3 | ID:45648,3
1946,GM12878_B_Lymphocyte_Blood | EBF1 | ID:45656,3
1963,GM18526_Lymphoblastoid_Blood | POLR2A | ID:45673,3
1966,GM19099_Lymphoblastoid_Blood | RELA | ID:45676,3
1970,GM20000_Lymphoblastoid_Blood | CTCF | ID:45680,3
8958,H1-hESC | SIX5 | ENCODE,3
1991,H1_Embryonic_Stem_Cell_Embryo | CHD2 | ID:45701,3
1993,HA-sp_Astrocyte_Spinal_Cord | CTCF | ID:45703,3
1904,GM12878_B_Lymphocyte_Blood | JUND | ID:45610,3
1899,GM12878_B_Lymphocyte_Blood | YY1 | ID:45605,3
1895,GM12874_B_Lymphocyte_Blood | CTCF | ID:45601,3
1848,A549_Epithelium_Lung | RAD21 | ID:45554,3
1826,K562_Erythroblast_Bone_Marrow | CHD1 | ID:45426,3
1830,Monocyte_Blood | CTCF | ID:45444,3
9016,HeLa-S3 | E2F4 | ENCODE,3
1835,NHEK_Keratinocyte_Skin | POLR2A | ID:45487,3
1838,NHLF_Fibroblast_Lung | EZH2 | ID:45498,3
1844,A549_Epithelium_Lung | CTCF | ID:45550,3
9013,HeLa-S3 | CTCF | ENCODE | 1,3
9012,HeLa-S3 | CTCF | ENCODE,3
8990,HEK293 | CTCF | ENCODE,3
1856,AG04449_Fibroblast_Skin | CTCF | ID:45562,3
9007,HeLa-S3 | CHD2 | ENCODE,3
9005,HeLa-S3 | CEBPB | ENCODE,3
9004,HeLa-S3 | Brg1 | ENCODE,3
1871,Caco-2_Epithelium_Colon | CTCF | ID:45577,3
1880,GM10847_Lymphoblastoid_Blood | POLR2A | ID:45586,3
8996,HeLa-S3 | AP-2alpha | ENCODE,3
1999,Embryonic_Fibroblast_Heart | CTCF | ID:45709,3
2000,Myocyte_Heart | CTCF | ID:45710,3
2004,HCT-116_Colon | TCF7L2 | ID:45714,3
8889,GM19099 | Pol2 | ENCODE,3
2123,Fibroblast_Pulmonary_Artery | CTCF | ID:45840,3
2131,Endothelial_Cell_Umbilical_Vein | JUN | ID:45848,3
2139,Endothelial_Cell_Umbilical_Vein | CTCF | ID:45855,3
2141,Endothelial_Cell_Umbilical_Vein | MYC | ID:45857,3
8898,H1_BMP4_Derived_Mesendoderm_Cultured_Cells | DNase.hot | Roadmap,3
2152,IMR90_Fibroblast_Lung | CHD1 | ID:45868,3
8894,GM19240 | CTCF | ENCODE,3
2179,K562_Erythroblast_Bone_Marrow | E2F6 | ID:45898,3
2115,Embryonic_Fibroblast_Foreskin | CTCF | ID:45832,3
2181,K562_Erythroblast_Bone_Marrow | BACH1 | ID:45900,3
2196,K562_Erythroblast_Bone_Marrow | POLR2A | ID:45915,3
2198,K562_Erythroblast_Bone_Marrow | POLR2A | ID:45918,3
2206,K562_Erythroblast_Bone_Marrow | MAX | ID:45926,3
2208,K562_Erythroblast_Bone_Marrow | MYC | ID:45928,3
2216,K562_Erythroblast_Bone_Marrow | NFYB | ID:45936,3
2219,K562_Erythroblast_Bone_Marrow | SMARCA4 | ID:45939,3
2119,Epithelium_Mammary_Gland | CTCF | ID:45836,3
2110,HepG2_Epithelium_Liver | MYC | ID:45827,3
2006,HCT-116_Colon | CTCF | ID:45716,3
2055,HeLa-S3_Epithelium_Cervix | SMARCA4 | ID:45768,3
2013,HEK293_Epithelium_Embryonic_Kidney | TCF7L2 | ID:45723,3
2029,HeLa-S3_Epithelium_Cervix | USF2 | ID:45741,3
8938,H1-hESC | JunD | ENCODE,3
8937,H1-hESC | JARID1A | ENCODE,3
2045,HeLa-S3_Epithelium_Cervix | RAD21 | ID:45757,3
2050,HeLa-S3_Epithelium_Cervix | CEBPB | ID:45762,3
2053,HeLa-S3_Epithelium_Cervix | NRF1 | ID:45765,3
2061,HeLa-S3_Epithelium_Cervix | STAT1 | ID:45775,3
8909,H1_Derived_Neuronal_Progenitor_Cultured_Cells | DNase.fdr0.01.peaks | Roadmap,3
2063,HeLa-S3_Epithelium_Cervix | RCOR1 | ID:45777,3
8925,H1-hESC | CTCF | ENCODE | 1,3
2068,HeLa-S3_Epithelium_Cervix | TCF7L2 | ID:45782,3
2080,HepG2_Epithelium_Liver | CTCF | ID:45794,3
2083,HepG2_Epithelium_Liver | MAX | ID:45797,3
2090,HepG2_Epithelium_Liver | USF2 | ID:45804,3
2097,HepG2_Epithelium_Liver | NRF1 | ID:45813,3
2672,HeLa_Epithelium_Cervix | ZBTB17 | ID:47103,3
2679,MCF-7_Epithelium_Breast | POLR2A | ID:47116,3
2688,SUM185PE_Epithelium_Mammary_Gland | KDM5B | ID:47275,3
2697,DU145_Epithelium_Prostate | FOXA1 | ID:47324,3
3350,Fibroblast | GTF2I | ID:50699,3
3358,Epithelium | UBTF | ID:50729,3
3359,Epithelium | SPI1 | ID:50730,3
3360,Calu-3_Epithelium_Lung | EHF | ID:50820,3
8530,KG1_Bone_Marrow | ZBTB16 | ID:88634,3
3368,KB_Cell_Epithelium_HeLa_contaminant | RELA | ID:50892,3
3369,KB_Cell_Epithelium_HeLa_contaminant | RELA | ID:50893,3
3370,KB_Cell_Epithelium_HeLa_contaminant | SPI1 | ID:50894,3
3372,6540_cells_Epithelium | MITF | ID:50897,3
3379,PaTu8988S_Pancreatic_ductal | GATA6 | ID:50979,3
3389,VCaP_Epithelium_Prostate | PIAS1 | ID:51051,3
3391,VCaP_Epithelium_Prostate | FOXA1 | ID:51054,3
3404,VCaP_Epithelium_Prostate | FOXA1 | ID:51269,3
8512,SHEP-21N_Neuroblastoma_cell_Bone_Marrow | POLR2A | ID:88513,3
8511,DLD-1 | PAF1 | ID:88512,3
3422,HUES64_Embryonic_Stem_Cell_Embryo | CTCF | ID:51442,3
3430,HUES64_Embryonic_Stem_Cell_Embryo | FOXA1 | ID:51453,3
3344,hMADS-3_Adipocyte_Adipose | MED1 | ID:50692,3
8535,JHU-06_Endothelial_Cell | ERG | ID:88664,3
8536,HCC1143 | STAT3 | ID:88680,3
3254,GM12891_Lymphoblastoid_Blood | POLR2A | ID:5014,3
8590,RPMI-8402_T_cell_leukemia_Blood | TAL1 | ID:9199,3
3216,LNCaP_Epithelium_Prostate | AR | ID:50047,3
3229,VCaP_Epithelium_Prostate | ESR1 | ID:50061,3
3236,GM12878_B_Lymphocyte_Blood | POLR2A | ID:5009,3
3241,U937_Pleura | CHRM2 | ID:50108,3
3245,LNCaP_Epithelium_Prostate | KDM1A | ID:50114,3
3249,IMR90_Fibroblast_Lung | LMNB1 | ID:50122,3
3256,C4-2_Epithelium | PR | ID:50150,3
8538,LNCaP_Epithelium_Prostate | TLE3 | ID:88683,3
3271,HEK293_Epithelium_Embryonic_Kidney | DDX21 | ID:50210,3
3274,VCaP_Epithelium_Prostate | AR | ID:50254,3
8562,HCT-116_HCT116 | POLR2A | ID:88903,3
8558,SCC9_squamous_cell_carcinoma | CHD4 | ID:88896,3
3306,Jurkat_T_Lymphocyte_Blood | MYB | ID:50398,3
3326,GM19240_Lymphoblastoid_Blood | CTCF | ID:5046,3
8541,LNCaP_Epithelium_Prostate | TLE3 | ID:88689,3
3431,HUES64_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:51455,3
3434,HUES64_Embryonic_Stem_Cell_Embryo | GATA4 | ID:51463,3
3436,HUES64_Embryonic_Stem_Cell_Embryo | GATA4 | ID:51465,3
3643,MCF-7_Epithelium_Breast | ESR1 | ID:52632,3
8483,K562_Erythroblast_Bone_Marrow | TAL1 | ID:88353,3
3586,P493-6_B_cell_lymphoma | MYC | ID:52358,3
3595,Coronary_artery_smooth_muscle | TCF21 | ID:52495,3
3615,MCF-7_Epithelium_Breast | POLR2A | ID:52589,3
3635,MCF-7_Epithelium_Breast | FOXA1 | ID:52622,3
3637,MCF-7_Epithelium_Breast | FOXA1 | ID:52624,3
3642,MCF-7_Epithelium_Breast | FOXA1 | ID:52629,3
3645,MCF-7_Epithelium_Breast | ESR1 | ID:52636,3
8484,K562_Erythroblast_Bone_Marrow | GATA1 | ID:88355,3
3648,CyT49_Embryonic_Stem_Cell_Embryo | FOXA1 | ID:52677,3
3649,CyT49_Embryonic_Stem_Cell_Embryo | FOXA1 | ID:52678,3
3650,CyT49_Embryonic_Stem_Cell_Embryo | FOXA1 | ID:52679,3
3657,T_Lymphocyte_Tonsil | BCL6 | ID:52774,3
3658,Raji_B_Lymphocyte_Blood | CIITA | ID:52784,3
3663,Nalm6_B_cell_precursor_Blood | NR3C1 | ID:52960,3
3666,MCF-7_Epithelium_Breast | EHMT2 | ID:52965,3
3582,Keratinocyte | TP63 | ID:52300,3
3550,LNCaP_Epithelium_Prostate | GATA2 | ID:52057,3
8506,VCaP_Epithelium_Prostate | HOXB13 | ID:88501,3
3484,HUES64_Embryonic_Stem_Cell_Embryo | SOX2 | ID:51582,3
3451,HUES64_Embryonic_Stem_Cell_Embryo | NR5A2 | ID:51512,3
3452,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:51513,3
8503,VCaP_Epithelium_Prostate | HOXB13 | ID:88497,3
8502,VCaP_Epithelium_Prostate | HOXB13 | ID:88496,3
3465,HUES64_Embryonic_Stem_Cell_Embryo | POLR2A | ID:51536,3
3475,HUES64_Embryonic_Stem_Cell_Embryo | SMAD1 | ID:51556,3
3479,HUES64_Embryonic_Stem_Cell_Embryo | SMAD1 | ID:51563,3
3490,HUES64_Embryonic_Stem_Cell_Embryo | SRF | ID:51592,3
3548,SW480_Colon | HJURP | ID:52054,3
8496,HCT-116_Colon | NIPBL | ID:88450,3
3507,LNCaP_Epithelium_Prostate | AR | ID:51749,3
3509,LNCaP_Epithelium_Prostate | AR | ID:51757,3
3514,SKBR-3_Mammary_Gland | POLR2A | ID:51803,3
3538,VCaP_Epithelium_Prostate | SUMO2 | ID:51866,3
8491,MCF-7_Epithelium_Breast | SUMO2 | ID:88438,3
8490,T47D_Epithelium_Mammary_Gland | POLR2A | ID:88432,3
3190,GM18951_Lymphoblastoid_Blood | POLR2A | ID:4997,3
3179,GM12892_Lymphoblastoid_Blood | POLR2A | ID:4992,3
3170,SK-N-MC_Brain | ELF1 | ID:49870,3
2854,GM12878_B_Lymphocyte_Blood | EP300 | ID:48270,3
2820,Endothelial_Cell_Umbilical_Vein | BRD4 | ID:48060,3
2829,HEK293_Epithelium_Embryonic_Kidney | AR | ID:48085,3
2831,HEK293_Epithelium_Embryonic_Kidney | AR | ID:48088,3
8682,CD3_Primary_Cells_Cord_BI | DNase.fdr0.01.hot | Roadmap,3
2844,MCF-7_Epithelium_Breast | ESR1 | ID:48172,3
2847,LNCaP_Epithelium_Prostate | AR | ID:48183,3
2852,GM12878_B_Lymphocyte_Blood | EP300 | ID:48268,3
2856,GM12878_B_Lymphocyte_Blood | EP300 | ID:48272,3
2808,Jurkat_T_Lymphocyte_Blood | REST | ID:47871,3
2857,GM12878_B_Lymphocyte_Blood | EP300 | ID:48273,3
2871,GM12878_B_Lymphocyte_Blood | REST | ID:48300,3
2883,GM12878_B_Lymphocyte_Blood | SPI1 | ID:48314,3
2890,Keratinocyte | SNAI2 | ID:48331,3
2892,Keratinocyte | SNAI2 | ID:48333,3
2897,Keratinocyte | SNAI2 | ID:48340,3
2902,Fibroblast | PRKDC | ID:48353,3
2819,T47D-MTVL_Epithelium_Mammary_Gland | CTCF | ID:47897,3
2799,Jurkat_T_Lymphocyte_Blood | REST | ID:47862,3
8670,Breast_vHMEC | DNase.fdr0.01.peaks | Roadmap,3
2728,K562_Erythroblast_Bone_Marrow | CTCF | ID:47476,3
2699,DU145_Epithelium_Prostate | FOXA1 | ID:47326,3
2710,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47405,3
8711,Fetal_Brain_Male | DNase.fdr0.01.hot | Roadmap,3
2717,VCaP_Epithelium_Prostate | GABPA | ID:47412,3
