,Target,Weight
8040,Embryonic_Stem_Cell | TFAP2A | ID:85427,0.010151584
5997,VCaP_Epithelium_Prostate | AR | ID:68239,0.0101478575
2563,K562_Erythroblast_Bone_Marrow | USF1 | ID:46279,0.0100705065
4032,K562_Erythroblast_Bone_Marrow | SUMO2 | ID:55347,0.010062465
814,IMR90_Fibroblast_Lung | EP300 | ID:36878,0.010036341
4330,HuCCT1 | CDK9 | ID:56565,0.010024645
7958,THP-1_Monocyte_Blood | VDR | ID:84830,0.010014726
1498,LoVo_Colon | RAD21 | ID:42951,0.009906448
833,LNCaP_Epithelium_Prostate | AR | ID:37106,0.009904487
5235,HEK293_Epithelium_Embryonic_Kidney | ZNF438 | ID:63904,0.009880848
4446,Embryonic_Stem_Cell_Embryo | RNF2 | ID:5771,0.009877123
6879,Pontine | EZH2 | ID:74196,0.009862986
412,MCF-7_Epithelium_Breast | FOXA1 | ID:33496,0.009834359
1703,SW480_Colon | H1.2 | ID:44450,0.009832892
4170,MCF-7_Epithelium_Breast | CTCF | ID:55782,0.009800669
6985,HepG2_Epithelium_Liver | ARID3A | ID:74657,0.009795916
3400,Pre-B_Lymphocyte | EP300 | ID:51249,0.0097725615
8486,LNCaP_Epithelium_Prostate | AR | ID:88420,0.009771637
3432,HUES64_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:51457,0.00973887
2813,GM12878_B_Lymphocyte_Blood | EP300 | ID:47884,0.009685636
7921,JHU-06_Endothelial_Cell | IRF1 | ID:84604,0.009636307
3402,VCaP_Epithelium_Prostate | AR | ID:51267,0.009633547
7300,293T | ZNF534 | ID:77098,0.009606568
7591,HCT-116_HCT116 | POLR2A | ID:82412,0.009557434
5472,HEK293_Epithelium_Embryonic_Kidney | IKZF2 | ID:64556,0.009554771
3555,IMR90_Fibroblast_Lung | TP53 | ID:52091,0.0095461095
6453,hESC | SMAD3 | ID:71284,0.009531166
7523,JMSU-1_cancer_cells | RXRA | ID:82022,0.009516486
2884,GM12878_B_Lymphocyte_Blood | SPI1 | ID:48315,0.009494847
2756,AGS_Epithelium_Stomach | GATA4 | ID:47598,0.009484461
6413,LNCaP_Epithelium_Prostate | PIAS1 | ID:71208,0.009423671
2304,PBDE_Erythroblast_Blood | GATA1 | ID:46025,0.009419102
419,BT-474_Epithelium_Mammary_Gland | ESR1 | ID:33512,0.009345706
4825,K562_Erythroblast_Bone_Marrow | DIDO1 | ID:62904,0.009287236
7435,A549_Epithelium_Lung | BRD4 | ID:81291,0.009277337
7151,MCF10CA1a_Epithelium_Breast | CTCF | ID:76247,0.009271925
2001,Epithelium_Heart | CTCF | ID:45711,0.009263736
5576,Liver | RAD21 | ID:64857,0.009256924
2529,HepG2_Epithelium_Liver | ZEB1 | ID:46245,0.0092563
6666,MHH-MED-1_Cardiomyocyte | MED1 | ID:72949,0.009249273
1895,GM12874_B_Lymphocyte_Blood | CTCF | ID:45601,0.009226969
8314,Breast | ESR1 | ID:87459,0.0092170285
4080,H3396_Epithelium_Mammary_Gland | CREB1 | ID:5552,0.009216735
2738,U2OS_Bone | POLR2A | ID:47495,0.009123679
893,K562_Erythroblast_Bone_Marrow | ERG | ID:37635,0.009065832
6091,MCF-7_Epithelium_Breast | NR3C1 | ID:68876,0.009032586
4558,Th1 | MYB | ID:58805,0.009024974
5470,HEK293_Epithelium_Embryonic_Kidney | HIC1 | ID:64553,0.009015196
6347,A549_Epithelium_Lung | NR3C1 | ID:70947,0.008995245
8323,Breast | ESR1 | ID:87529,0.00899304
3965,MCF-7_Epithelium_Breast | POLR2A | ID:54644,0.008992594
2736,U2OS_Bone | POLR2A | ID:47493,0.008991256
8576,JHU-06_Endothelial_Cell | RELA | ID:88947,0.008946052
3340,KELLY | POLR2A | ID:50611,0.008931528
5028,K562_Erythroblast_Bone_Marrow | USF2 | ID:63382,0.008906432
6013,Tumor_cells_Brain | RBPJ | ID:68486,0.008863561
5122,K562_Erythroblast_Bone_Marrow | DDX20 | ID:63599,0.0088517945
7359,MCF-7 | WDHD1 | ID:77260,0.008802695
1657,LNCaP_Epithelium_Prostate | AR | ID:44314,0.008802318
6646,meningioma | TRAF7 | ID:72855,0.008746562
8310,TIME_Fibroblast | POLR2A | ID:87453,0.008732692
3580,Keratinocyte | POLR2A | ID:52298,0.008715526
4807,A549_Epithelium_Lung | EP300 | ID:62851,0.008715008
3143,Fibroblast | BRD4 | ID:49746,0.008704033
626,NCI-H2087_Lung | NKX2-1 | ID:35475,0.008688622
3080,MCF-7_Epithelium_Breast | ESR1 | ID:49612,0.008650205
1377,GM19099_Lymphoblastoid_Blood | STAG1 | ID:42428,0.008639697
340,MCF-7_Epithelium_Breast | FOXA1 | ID:33137,0.008634346
5506,HepG2_Epithelium_Liver | NRF1 | ID:64668,0.0085435165
3054,Retinal_pigment_cell | CTCF | ID:49479,0.008521299
2409,GM12878_B_Lymphocyte_Blood | ELF1 | ID:46127,0.00852102
807,MCF-7_Epithelium_Breast | ESR1 | ID:36834,0.008518428
2144,IMR90_Fibroblast_Lung | POLR2A | ID:45860,0.008484204
2772,MCF-7_Epithelium_Breast | POLR2A | ID:47786,0.008483116
6485,MCF-7 | ESR1 | ID:71856,0.008450653
5455,K562_Erythroblast_Bone_Marrow | TSC22D4 | ID:64520,0.008403239
6420,LNCaP_Epithelium_Prostate | FOXA1 | ID:71215,0.008370738
468,K562_Erythroblast_Bone_Marrow | POLR2A | ID:33859,0.008362811
876,ME-1_Leukemia_Cell | SPI1 | ID:37588,0.008335935
7493,143B_Osteosarcoma_cell | FOSL1 | ID:81736,0.008266903
8271,Stromal_Cell | GATA2 | ID:87168,0.008262455
5765,MCF-7_Epithelium_Breast | ESR1 | ID:6562,0.008250652
3156,GM18505_Lymphoblastoid_Blood | POLR2A | ID:4982,0.008237625
2351,A549_Epithelium_Lung | FOSL2 | ID:46072,0.008226426
4933,HepG2_Epithelium_Liver | FOXA1 | ID:63147,0.008201115
2104,HepG2_Epithelium_Liver | HSF1 | ID:45820,0.008197757
5625,K562_Erythroblast_Bone_Marrow | NR2F1 | ID:64996,0.008160303
2564,K562_Erythroblast_Bone_Marrow | STAT5A | ID:46280,0.008145213
4892,HEK293_Epithelium_Embryonic_Kidney | ZNF121 | ID:63037,0.008122935
29,HEK293_Epithelium_Embryonic_Kidney | TRIM28 | ID:1194,0.008108808
867,Jurkat_E6-1_T_Lymphocyte_Blood | GATA3 | ID:37391,0.008102212
4916,HepG2_Epithelium_Liver | HNRNPLL | ID:63112,0.008091696
4079,HAP-1 | ATF4 | ID:55518,0.0079942895
7116,7250_Fibroblast | FOXO1 | ID:75851,0.007978476
350,MCF-7_Epithelium_Breast | GATA3 | ID:33150,0.007970013
5101,MCF-7_Epithelium_Breast | GATA3 | ID:63546,0.007962883
3337,MOLT-3_T_Lymphoblast_Peripheral_Blood | MYB | ID:50573,0.007948027
8476,MCF-7_Epithelium_Breast | ESR1 | ID:88335,0.007945428
725,HEK293T_Epithelium_Embryonic_Kidney | FANCD2 | ID:36114,0.007914731
7066,U2OS | ZBTB48 | ID:75275,0.0079042
4742,K562_Erythroblast_Bone_Marrow | CREB3 | ID:62680,0.007893946
7652,Breast | ESR1 | ID:82850,0.007893628
2192,K562_Erythroblast_Bone_Marrow | RCOR1 | ID:45911,0.007862958
3509,LNCaP_Epithelium_Prostate | AR | ID:51757,0.0078465305
6725,SUM229_Mammary_carcinoma_cell_Breast | BRD4 | ID:73500,0.007812942
5353,A549_Epithelium_Lung | FOSL2 | ID:64223,0.0078090024
3173,A673_Polygonal_Muscle | WDR5 | ID:49877,0.0077933893
397,P493-6_B_cell_lymphoma | CDK9 | ID:33447,0.007768526
2485,HCT-116_Colon | POLR2A | ID:46201,0.0077351676
157,LNCaP_Epithelium_Prostate | FOXA1 | ID:2191,0.0077324025
8150,T47D_Epithelium_Mammary_Gland | GATA3 | ID:86317,0.007713266
3480,HUES64_Embryonic_Stem_Cell_Embryo | SMAD1 | ID:51564,0.00763547
2392,GM12878_B_Lymphocyte_Blood | NFATC1 | ID:46110,0.0076236315
656,Farage_B_Lymphocyte_Lymph_Node | EZH2 | ID:35647,0.0076167346
8403,K562_Erythroblast_Bone_Marrow | PHF8 | ID:8790,0.0076131136
3513,WI-38_Fibroblast_Lung | POLR2A | ID:51802,0.007593513
6409,LNCaP_Epithelium_Prostate | PIAS1 | ID:71204,0.0075737564
4439,HEK293_Epithelium_Embryonic_Kidney | BAHD1 | ID:57662,0.0075618955
14,H9_Embryonic_Stem_Cell_Embryo | SMAD4 | ID:1087,0.0075386134
2809,Jurkat_T_Lymphocyte_Blood | REST | ID:47872,0.007487028
1906,GM12878_B_Lymphocyte_Blood | STAT3 | ID:45612,0.007483115
3536,451Lu_Melanoma_Cell | HSF1 | ID:51863,0.0074679055
7440,HeLa_Epithelium_Cervix | MORC2 | ID:81315,0.007467747
4509,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58334,0.0074637122
4053,786-O_Epithelium_Kidney | SPI1 | ID:55392,0.00742965
1368,GM18526_Lymphoblastoid_Blood | STAG1 | ID:42397,0.007409546
6379,MCF-7_Epithelium | ZNF143 | ID:71041,0.007393334
3868,MCF-7_Epithelium_Breast | ESR1 | ID:54079,0.007375033
4963,GM12878_B_Lymphocyte_Blood | MTA2 | ID:63213,0.007374255
7589,HCT-116_HCT116 | POLR2A | ID:82395,0.0073582004
1785,H1_Embryonic_Stem_Cell_Embryo | HDAC6 | ID:45235,0.007353264
6751,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73526,0.007353063
9237,K562 | GABP | ENCODE,0.0073282127
6406,LNCaP_Epithelium_Prostate | RELA | ID:71196,0.0073229414
3042,IMR90_Fibroblast_Lung | RB1 | ID:49417,0.0073189903
5204,HEK293_Epithelium_Embryonic_Kidney | GLIS2 | ID:63825,0.0072717927
7562,HeLa_Epithelium_Cervix | POLR2A | ID:82311,0.007268096
1977,H1_Embryonic_Stem_Cell_Embryo | MAFK | ID:45687,0.0071989363
1149,B_Lymphocyte_Blood | CDK7 | ID:40053,0.007183716
1853,A549_Epithelium_Lung | CEBPB | ID:45559,0.007176183
3082,MCF-7_Epithelium_Breast | RARG | ID:49617,0.0071224226
9138,HFF-Myc | CTCF | ENCODE,0.0070597054
1104,PrEC_Epithelium_Prostate | CTCF | ID:39736,0.0070585045
4715,A549_Epithelium_Lung | FOSL2 | ID:62628,0.007038628
8350,MCF-10A_Epithelium_Breast | NR3C1 | ID:87679,0.0069967047
5332,Colon | POLR2A | ID:64170,0.0069818357
4000,LNCaP_Epithelium_Prostate | AR | ID:55162,0.0069780992
8959,H1-hESC | SP1 | ENCODE,0.006892551
1398,GM2255_Lymphoblastoid_Blood | STAG1 | ID:42519,0.006878215
9446,SK-N-SH_RA | CTCF | ENCODE,0.006849789
3746,Adipocyte | RELA | ID:53596,0.0068480885
4477,U937_Pleura | RUNX1 | ID:58139,0.006833307
2482,H1_Embryonic_Stem_Cell_Embryo | REST | ID:46198,0.006828074
1307,HCT-116_Colon | CTCF | ID:42151,0.0068244883
969,IMR90_Fibroblast_Lung | E2F7 | ID:38588,0.006819001
3899,Mesenchymal_Stem_Cell | CEBPB | ID:54138,0.0068033123
3612,Stromal_Cell_Endometrium | CHRM2 | ID:52573,0.0067792623
2637,SK-N-SH_Neuroblastoma_cell_Brain | JUND | ID:46351,0.0067658583
7290,293T | ZNF611 | ID:77078,0.0067590927
938,FB0167P_Fibroblast | CTCF | ID:38197,0.0067566657
9250,K562 (IFNa6h) | IRF1 | ENCODE,0.0067000506
7747,HepG2_Epithelium_Liver | MCRS1 | ID:83518,0.0066722743
1593,LCL_Lymphoblastoid_Blood | TERF2 | ID:43826,0.00657442
1831,Astrocyte_Brain | CTCF | ID:45455,0.006569117
8934,H1-hESC | GABP | ENCODE,0.0064976965
3189,GM10847_Lymphoblastoid_Blood | POLR2A | ID:4996,0.0064784177
2172,Lymphocyte_Blood | STAT5A | ID:4589,0.0064433413
2865,GM12878_B_Lymphocyte_Blood | REST | ID:48294,0.006429651
4666,K562_Erythroblast_Bone_Marrow | ZEB2 | ID:62509,0.006417109
9133,HepG2 | YY1 | ENCODE,0.0064121042
6789,SEM_B_Lymphocyte | BRD4 | ID:73719,0.0064011565
7910,KG1_Bone_Marrow | EZH2 | ID:84554,0.0063908817
6857,MCF-7 | ESR1 | ID:74120,0.006385041
8760,Gliobla | Pol2 | ENCODE,0.0063787424
2427,GM12878_B_Lymphocyte_Blood | ZBTB33 | ID:46145,0.0063677123
3714,HeLa_Epithelium_Cervix | POLR2A | ID:53334,0.006358948
7454,MCF-7_Epithelium_Breast | ESR1 | ID:81409,0.0063304957
3664,Nalm6_B_cell_precursor_Blood | NR3C1 | ID:52962,0.0063047106
255,U2OS_Bone | TRIM28 | ID:2797,0.0062997066
2667,Erythroid_Cell | TAL1 | ID:47080,0.0062976116
7670,Detroit_562_Detroit_562_cells | RELA | ID:83025,0.0062901857
2790,GM12878_B_Lymphocyte_Blood | REST | ID:47853,0.0062263217
8717,Fetal_Heart | DNase.hot | Roadmap,0.006125327
1670,LNCaP_Epithelium_Prostate | E2F1 | ID:44328,0.0061032716
5763,MCF-7_Epithelium_Breast | ESR1 | ID:6560,0.0060311607
9381,NHDF-Ad | EZH2 | ENCODE,0.0059613194
1525,CUTLL1_T_Lymphocyte_Blood | GABPA | ID:43098,0.0059141736
3963,MCF-7_Epithelium_Breast | POLR2A | ID:54642,0.005899942
9231,K562 | Egr-1 | ENCODE,0.005897454
2515,HepG2_Epithelium_Liver | CREB1 | ID:46231,0.005873547
7462,Progenitor_Cells | POLR2A | ID:81575,0.00578294
7183,GM12878_Lymphoblastoid | RELB | ID:76402,0.0057761073
4144,VCaP_Epithelium_Prostate | SUMO2 | ID:55721,0.0057678465
4891,HEK293_Epithelium_Embryonic_Kidney | PRDM10 | ID:63035,0.0057665817
9411,Penis_Foreskin_Fibroblast_Primary_Cells_skin01 | DNase.fdr0.01.hot | Roadmap,0.0057481737
8783,GM12878 | CHD2 | ENCODE,0.005727347
1350,GM12891_Lymphoblastoid_Blood | CTCF | ID:42314,0.0057196096
2611,MCF-7_Epithelium_Breast | RAD21 | ID:46325,0.005715711
3595,Coronary_artery_smooth_muscle | TCF21 | ID:52495,0.005681735
7340,293T | ZNF157 | ID:77171,0.0056320326
8421,K562_Erythroblast_Bone_Marrow | REST | ID:8796,0.0055857403
5049,K562_Erythroblast_Bone_Marrow | DDX20 | ID:63426,0.005584285
4746,MCF-7_Epithelium_Breast | CEBPG | ID:62691,0.005550666
5719,HEK293_Epithelium_Embryonic_Kidney | EGR2 | ID:65179,0.005546582
6330,HCT-116_Colon_cancer_cell_Colon | MYC | ID:70809,0.0055330065
5186,HepG2_Epithelium_Liver | NR2F6 | ID:63772,0.005505915
3507,LNCaP_Epithelium_Prostate | AR | ID:51749,0.005501068
6462,Fibroblast_Skin | H1.0 | ID:71335,0.0054555214
7277,293T | ZNF736 | ID:77052,0.005454656
591,M0-91_Leukemia_Cell | HSF1 | ID:35228,0.0054169088
7634,Monocyte_Blood | T | ID:82662,0.00539072
6936,MCF-7_Breast | ESR1 | ID:74397,0.0053602206
4591,TF-1_Erythroblast_Bone_Marrow | RAD21 | ID:58879,0.0053509367
2252,K562_Erythroblast_Bone_Marrow | MYC | ID:45973,0.0053492947
8662,AG09309 | CTCF | ENCODE,0.005325848
7771,SK-N-MC_Brain | SMARCA2 | ID:83717,0.005314798
5622,HEK293_Epithelium_Embryonic_Kidney | PATZ1 | ID:64982,0.0052881525
7301,293T | ZNF530 | ID:77099,0.005217703
2316,SK-N-SH_Neuroblastoma_cell_Brain | RFX5 | ID:46037,0.005197223
3663,Nalm6_B_cell_precursor_Blood | NR3C1 | ID:52960,0.0051884674
2058,HeLa-S3_Epithelium_Cervix | STAT3 | ID:45771,0.005179938
3777,Embryonic_Stem_Cell | NIPBL | ID:53671,0.0051758876
6473,Fibroblast_Fetal_Lung | SOX4 | ID:71748,0.005170108
6172,GM12878_B_Lymphocyte_Blood | BCLAF1 | ID:6958,0.00515528
3380,HCT-116_Colon | TET2 | ID:50981,0.005146092
1246,DU145_Epithelium_Prostate | BMI1 | ID:41493,0.005115091
5644,HEK293_Epithelium_Embryonic_Kidney | ZNF574 | ID:65063,0.0050928597
2975,HeLa_Epithelium_Cervix | AFF4 | ID:48996,0.005088395
3279,VCaP_Epithelium_Prostate | AR | ID:50260,0.0050774757
4132,VCaP_Epithelium_Prostate | POLR2A | ID:55708,0.005061357
3996,Adipose | PPARG | ID:55135,0.005053155
6510,U2OS_Bone | MYC | ID:71933,0.005051959
903,Endothelial_Cell_Umbilical_Vein | EP300 | ID:37930,0.005008505
4585,TF-1_Erythroblast_Bone_Marrow | GATA2 | ID:58873,0.0049798465
1789,H1_Embryonic_Stem_Cell_Embryo | EP300 | ID:45242,0.004977291
5069,MCF-7_Epithelium_Breast | RCOR1 | ID:63458,0.0049759126
4021,NCI-H526_Epithelium_Lung | KDM1A | ID:55323,0.0049126465
3781,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53714,0.0048987586
9335,MCF10A-Er-Src (4OHTAM_1uM_36hr) | c-Fos | ENCODE,0.004889942
8516,SH-EP | POLR2A | ID:88569,0.004856346
229,HEK293T_Epithelium_Embryonic_Kidney | POLR2A | ID:2643,0.0048277574
1989,H1_Embryonic_Stem_Cell_Embryo | SIN3A | ID:45699,0.004826579
8001,5637_Stem_cell | HDAC2 | ID:85150,0.0047946945
4875,A549_Epithelium_Lung | BCL3 | ID:63002,0.004787649
9135,HepG2 | ZBTB7A | ENCODE,0.004785654
6576,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72405,0.004781779
6127,Cortex_Kidney | EP300 | ID:69250,0.004765462
8059,JHU-06_Endothelial_Cell | CEBPD | ID:85611,0.004754125
5758,MCF-7_Epithelium_Breast | ESR1 | ID:6555,0.0047003487
8897,H1_BMP4_Derived_Mesendoderm_Cultured_Cells | DNase.fdr0.01.peaks | Roadmap,0.0046817325
3154,SF7761_Neuron | EZH2 | ID:49801,0.004679772
7109,Rh4_rhabdomyosarcoma | MYOD1 | ID:75839,0.0046613477
3964,MCF-7_Epithelium_Breast | POLR2A | ID:54643,0.004635788
7045,THP-1_Monocyte | POLR3D | ID:74908,0.0046353256
107,IB4_Lymphocyte_Blood | SND1 | ID:1795,0.0045172838
8998,HeLa-S3 | BAF155 | ENCODE,0.004482464
3091,MCF-7_Epithelium_Breast | GATA3 | ID:49626,0.004470453
6210,HT29_colorectal_adenocarcinoma | POLR2A | ID:69784,0.0044677006
6989,HepG2_Epithelium_Liver | ZMYM3 | ID:74661,0.0044549853
2247,K562_Erythroblast_Bone_Marrow | STAT2 | ID:45967,0.0044488125
2410,GM12878_B_Lymphocyte_Blood | IRF4 | ID:46128,0.00442229
5879,LNCaP_Epithelium_Prostate | GATA2 | ID:67748,0.0043607717
236,T47D_Epithelium_Mammary_Gland | FOXA1 | ID:2735,0.0043318095
3470,HUES64_Embryonic_Stem_Cell_Embryo | POU5F1 | ID:51546,0.0043288814
8739,Fetal_Muscle_Trunk | DNase.fdr0.01.hot | Roadmap,0.0043197824
2665,Erythroid_Cell | TAL1 | ID:47078,0.0043179626
4709,K562_Erythroblast_Bone_Marrow | CHAMP1 | ID:62619,0.0043035178
6506,HepG2_hepatocellular_carcinoma | MED1 | ID:71877,0.0042929407
5,H9_Embryonic_Stem_Cell_Embryo | FOXP1 | ID:1012,0.004262768
5770,MCF-7_Epithelium_Breast | FOXA1 | ID:6567,0.004245605
2652,SK-N-SH_RA_Neuron_Brain | RAD21 | ID:46366,0.0042026173
418,MCF-7_Epithelium_Breast | FOXA1 | ID:33510,0.004155939
8506,VCaP_Epithelium_Prostate | HOXB13 | ID:88501,0.0041542063
584,MCF-7_Epithelium_Breast | POLR2A | ID:35214,0.003974687
2240,K562_Erythroblast_Bone_Marrow | STAT2 | ID:45960,0.003957854
1778,H1_Embryonic_Stem_Cell_Embryo | KDM4A | ID:45228,0.0039574774
6926,MCF-7_Breast | ESR1 | ID:74384,0.0039568534
8338,hESC_Embryonic_Stem_Cell | MPHOSPH8 | ID:87625,0.003876712
7744,MCF-10A_Epithelium_Breast | SMAD2/3 | ID:83450,0.0038478752
3023,293T-Rex | BMI1 | ID:49263,0.003847224
402,Raji_B_Lymphocyte_Blood | POLR2A | ID:33478,0.0038415282
2607,MCF-7_Epithelium_Breast | TCF12 | ID:46321,0.0038057736
7530,Muscle | NR3C1 | ID:82061,0.0038034234
8920,H1-hESC | c-Jun | ENCODE,0.0037960617
4357,LNCaP_Epithelium_Prostate | FOXA1 | ID:5680,0.0037646748
960,MCF-7_Epithelium_Breast | ESR1 | ID:38474,0.0037645502
1845,A549_Epithelium_Lung | CTCF | ID:45551,0.003698754
4590,TF-1_Erythroblast_Bone_Marrow | RAD21 | ID:58878,0.0036519403
1043,LoVo_Colon | FEV | ID:38830,0.003579221
8356,MCF-7_Epithelium_Breast | ESR1 | ID:87689,0.003575497
1374,GM19099_Lymphoblastoid_Blood | CTCF | ID:42414,0.00356474
5823,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67519,0.0035406298
4726,A549_Epithelium_Lung | HES2 | ID:62646,0.0034188468
4207,HepG2_Epithelium_Liver | RAD21 | ID:56038,0.0033523543
452,Th1 | TBX21 | ID:33678,0.0033515957
2710,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:47405,0.0032902115
313,MDA-231_Epithelium_Mammary_Gland | HOTAIR | ID:32852,0.003267369
3608,501-Mel_Melanoma_Cell | SOX10 | ID:52549,0.0032415646
1900,GM12878_B_Lymphocyte_Blood | FOS | ID:45606,0.0032264756
2477,H1_Embryonic_Stem_Cell_Embryo | ATF2 | ID:46193,0.003218549
8663,AG09319 | CTCF | ENCODE,0.0032061734
7628,U266B1_Plasma_Cell | PRDM1 | ID:82633,0.0031961158
718,Epithelium_Mammary_Gland | ESR1 | ID:36103,0.0031805271
9458,T-47D (DMSO_0.02pct) | CTCF | ENCODE,0.0031654704
7336,293T | ZNF180 | ID:77167,0.0031344353
2358,A549_Epithelium_Lung | NR3C1 | ID:46079,0.003132107
4345,LNCaP_Epithelium_Prostate | HOXB13 | ID:56664,0.003126877
3370,KB_Cell_Epithelium_HeLa_contaminant | SPI1 | ID:50894,0.0031239057
3564,Macrophage | FAIRE | ID:52157,0.0030980848
8962,H1-hESC | SRF | ENCODE,0.0030417533
4491,Keratinocyte | EP300 | ID:58193,0.0030037477
7758,Keratinocyte | RBPJ | ID:83600,0.0029349013
8690,CD56_Primary_Cells | DNase.fdr0.01.hot | Roadmap,0.0028745113
8632,A549 | CTCF | ENCODE,0.002864319
2155,K562_Erythroblast_Bone_Marrow | ATF1 | ID:45871,0.002823864
7171,LCL_Lymphoblastoid_Blood | YY1 | ID:76297,0.0028033557
88,HepG2_Epithelium_Liver | CTCF | ID:1383,0.0027772007
2466,H1_Embryonic_Stem_Cell_Embryo | CREB1 | ID:46182,0.002755344
8276,JHU-06_Keratinocyte | SMC1A | ID:87229,0.0027539812
8215,MOLM-13_Leukemia_Cell | METTL14 | ID:86848,0.0027348301
2585,K562_Erythroblast_Bone_Marrow | PML | ID:46301,0.0027344646
809,MDA-MB-453_Epithelium_Mammary_Gland | TCF7L2 | ID:36841,0.002666425
2265,MCF-7_Epithelium_Breast | POLR2A | ID:45986,0.002656782
7089,Retina | CTCF | ID:75555,0.0026552042
2352,A549_Epithelium_Lung | ZBTB33 | ID:46073,0.0026348762
8902,H1_BMP4_Derived_Trophoblast_Cultured_Cells | DNase.hot | Roadmap,0.0026080785
6962,T778 | SPIN1 | ID:74573,0.00260219
3587,P493-6_B_cell_lymphoma | MYC | ID:52359,0.002578411
1555,Proerythroblast_Bone_Marrow | GATA1 | ID:43446,0.002574986
799,MCF-7_Epithelium_Breast | GREB1 | ID:36811,0.0025738345
6733,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73508,0.0025625527
4172,MCF-7_Epithelium_Breast | CTCFL | ID:55784,0.0025586302
1536,Stromal_Cell | NR2F2 | ID:43165,0.0025574793
6831,293T | ZNF202 | ID:73970,0.0025427814
6336,HCT-116_Colon_cancer_cell_Colon | SP1 | ID:70815,0.0025256441
6991,K562_Erythroblast_Bone_Marrow | ZNF18 | ID:74663,0.0025215666
2822,Endothelial_Cell_Umbilical_Vein | BRD4 | ID:48062,0.0024549435
9229,K562 | eGFP-JunB | ENCODE,0.0024277405
6971,HepG2_Epithelium_Liver | NFATC3 | ID:74643,0.002421218
3099,GM18951_Lymphoblastoid_Blood | RELA | ID:4964,0.0023734686
2945,Epithelium_Liver | SPI1 | ID:48706,0.0023660373
4058,OCI-Ly7_B_cell_lymphoma_Blood | KMT2D | ID:55405,0.0023619153
7588,HCT-116_HCT116 | POLR2A | ID:82394,0.0023605975
387,Proerythroblast_Bone_Marrow | CTCF | ID:33297,0.0023268661
6593,Th2 | POLR2A | ID:72422,0.0023257413
7908,K562_Erythroblast_Bone_Marrow | TAL1 | ID:84536,0.002322123
3983,NCI-H2052_Epithelium_Lung | YAP1 | ID:54676,0.002318905
3211,LNCaP_Epithelium_Prostate | AR | ID:50041,0.002306044
2382,ECC-1_Epithelium_Endometrium | NFIC | ID:46101,0.002304605
2462,H1_Embryonic_Stem_Cell_Embryo | BCL11A | ID:46178,0.0022947036
7882,K562_Erythroblast_Bone_Marrow | TCF7L2 | ID:8435,0.0022818383
551,Raji_B_Lymphocyte_Blood | PAX5 | ID:34473,0.0022609117
4220,HepG2_Epithelium_Liver | CREB1 | ID:56051,0.0022425593
6319,MM1.S_B_Lymphocyte_Blood | HDAC2 | ID:70760,0.0021489542
942,FB0167P_Fibroblast | POLR2A | ID:38202,0.002139434
4959,K562_Erythroblast_Bone_Marrow | GABPA | ID:63208,0.0021116424
1178,HeLa_Epithelium_Cervix | MBD2 | ID:40334,0.0021093546
3448,HUES64_Embryonic_Stem_Cell_Embryo | GATA6 | ID:51482,0.0021054118
5452,HEK293_Epithelium_Embryonic_Kidney | ZNF781 | ID:64495,0.001946361
8547,A549_Epithelium_Lung | GATA4 | ID:88777,0.0019329828
4351,VCS2_Epithelium_Prostate | AR | ID:5667,0.0018824262
4634,T47D_Epithelium_Mammary_Gland | ESR1 | ID:59378,0.0018284537
8076,HS-ES-2M_Embryonic_Stem_Cell_epithelioid_sarcoma | SMARCC1 | ID:85732,0.0017556412
8625,A549 (EtOH_0.02pct) | ATF3 | ENCODE,0.0017505126
2575,K562_Erythroblast_Bone_Marrow | CBX3 | ID:46291,0.0017356126
9141,HMEC | CTCF | ENCODE | 1,0.0016994386
7262,293T | ZNF93 | ID:77018,0.0016983566
7025,3565_cells | POLR2A | ID:74837,0.0016844054
4805,GM12878_B_Lymphocyte_Blood | HDGF | ID:62849,0.0016764528
6650,Cardiomyocyte | TBX5 | ID:72907,0.0016207615
3757,T_Lymphocyte_Blood | STAT5B | ID:53636,0.0015951266
6547,CAL-1_Plasmacytoid_dendritic_cell | POLR2A | ID:72348,0.0015792509
1358,GM18486_Lymphoblastoid_Blood | CTCF | ID:42354,0.0015757885
2493,HCT-116_Colon | CBX3 | ID:46209,0.001572208
1410,GM2630_Lymphoblastoid_Blood | CTCF | ID:42553,0.0015445431
2842,MCF-7_Epithelium_Breast | ESR1 | ID:48170,0.001529895
6860,T47D_Breast | FOXA1 | ID:74139,0.0015026111
164,LNCaP_Epithelium_Prostate | POLR2A | ID:2247,0.0014889538
1749,Endothelial_Cell | LANA | ID:44697,0.001482892
7691,MCF-7_Epithelium_Breast | ESR1 | ID:83183,0.0014644923
923,Mutu_III_B_Lymphocyte | EBNA3 | ID:38174,0.0014544827
8222,Epithelium | POLR2A | ID:86866,0.001450004
