,Target,Importance
8142,SUM44_Breast | ESR1 | ID:86209,2
6288,MDA-MB-453_Breast | PIAS1 | ID:70139,2
2831,HEK293_Epithelium_Embryonic_Kidney | AR | ID:48088,2
486,MM1.S_B_Lymphocyte_Blood | BRD4 | ID:33932,2
6340,BJAB_B_Lymphocyte | TRIM28 | ID:70926,2
2833,PC-3_Epithelium_Prostate | AR | ID:48091,2
8599,HCT-116_Colon | CBX3 | ID:9230,2
1436,LoVo_Colon | ETV5 | ID:42714,2
2759,KATO_III_Stomach | GATA4 | ID:47602,2
450,Endothelial_Cell_Umbilical_Vein | FAIRE | ID:33610,2
1437,LoVo_Colon | GLI2 | ID:42715,2
6325,HCT-116_Colon_cancer_cell_Colon | TCF7L1 | ID:70804,2
6508,K562_Haematopoietic_and_lymphoid | GTF2B | ID:71922,2
6321,MM1.S_B_Lymphocyte_Blood | HDAC4 | ID:70762,2
1438,LoVo_Colon | HEYL | ID:42717,2
1439,LoVo_Colon | HOXA4 | ID:42720,2
2840,MCF-7_Epithelium_Breast | ESR1 | ID:48168,2
2841,MCF-7_Epithelium_Breast | ESR1 | ID:48169,2
6312,HEK293_HEK_293_Cell_Line | FOXK1 | ID:70731,2
6311,GM12878_B_Lymphocyte_Blood | YY1 | ID:7060,2
2842,MCF-7_Epithelium_Breast | ESR1 | ID:48170,2
6307,A549_Epithelium_Lung | POLR2A | ID:70566,2
8605,HEK293T_Epithelium_Embryonic_Kidney | PHF8 | ID:93,2
6305,A549_Epithelium_Lung | POLR2A | ID:70564,2
1443,LoVo_Colon | NFYA | ID:42738,2
8606,Raji_B_Lymphocyte_Blood | POLR2A | ID:9305,2
2843,MCF-7_Epithelium_Breast | ESR1 | ID:48171,2
6301,Stem_cell_Foreskin | DNMT3A | ID:70226,2
6513,U2OS_Bone | MYC | ID:71936,2
6295,Keratinocyte_Foreskin | DNMT3A | ID:70175,2
2849,LNCaP_Epithelium_Prostate | WDR5 | ID:48250,2
6614,Neural_Progenitor_Cell | TRIM28 | ID:72552,2
1537,HeLa_Epithelium_Cervix | FOXM1 | ID:43194,2
1247,"GM06993,_GM11992_Lymphoblastoid_Blood | TP53 | ID:41496",2
6741,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73516,2
1648,H9_Embryonic_Stem_Cell_Embryo | SOX2 | ID:44233,2
8162,Mesenchymal_Stem_Cell_Bone_Marrow | CHD1 | ID:86486,2
2650,SK-N-SH_RA_Neuron_Brain | YY1 | ID:46364,2
365,H128_Epithelium_Lung | MAX | ID:33177,2
1650,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44235,2
5766,MCF-7_Epithelium_Breast | ESR1 | ID:6563,2
3088,MCF-7_Epithelium_Breast | RARG | ID:49622,2
9405,Pancreas | DNase.fdr0.01.peaks | Roadmap,2
8481,MCF-7_Epithelium_Breast | ESR1 | ID:88349,2
5759,MCF-7_Epithelium_Breast | ESR1 | ID:6556,2
360,P493-6_B_cell_lymphoma | MED1 | ID:33164,2
5757,MCF-7_Epithelium_Breast | ESR1 | ID:6553,2
5756,MCF-7_Epithelium_Breast | ESR1 | ID:6552,2
358,P493-6_B_cell_lymphoma | MAX | ID:33162,2
3051,T47D_Epithelium_Mammary_Gland | NRF1 | ID:49449,2
2547,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:46263,2
1651,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44236,2
1652,Jurkat_E6-1_T_Lymphocyte_Blood | POLR2A | ID:44237,2
710,Epithelium_Mammary_Gland | ESR1 | ID:36092,2
8166,SKMEL5_melanoma | POLR2A | ID:86524,2
3099,GM18951_Lymphoblastoid_Blood | RELA | ID:4964,2
44,HeLa_Epithelium_Cervix | TRRAP | ID:1226,2
3101,MCF-7_Epithelium_Breast | ESR1 | ID:49643,2
3102,MCF-7_Epithelium_Breast | ESR1 | ID:49644,2
3103,MCF-7_Epithelium_Breast | EP300 | ID:49645,2
6750,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73525,2
8478,HeLa_Epithelium_Cervix | SMC3 | ID:88343,2
1260,GM18507_Lymphoblastoid_Blood | POLR2A | ID:41689,2
3077,Embryonic_Stem_Cell_Embryo | TRIM28 | ID:49609,2
8007,MKL-1_Merkel_cell_carcinoma | EP400 | ID:85166,2
1270,HEK293_Epithelium_Embryonic_Kidney | NR3C1 | ID:41737,2
8738,Fetal_Muscle_Trunk | DNase.all.peaks | Roadmap,2
376,MM1.S_B_Lymphocyte_Blood | POLR2A | ID:33201,2
3052,GM18505_Lymphoblastoid_Blood | RELA | ID:4945,2
1622,T_Lymphocyte_Blood | ETS1 | ID:44090,2
1624,T_Lymphocyte_Blood | ETS1 | ID:44092,2
375,P493-6_B_cell_lymphoma | MED1 | ID:33199,2
5823,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67519,2
8491,MCF-7_Epithelium_Breast | SUMO2 | ID:88438,2
3059,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:49492,2
8015,HCT-116_Colon | RAD21 | ID:85290,2
5817,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67501,2
702,Epithelium_Cervix | HIRA | ID:36026,2
5815,MDA-MB-231_Epithelium_Mammary_Gland | GATA3 | ID:67499,2
8731,Fetal_Lung | DNase.fdr0.01.hot | Roadmap,2
8732,Fetal_Lung | DNase.fdr0.01.peaks | Roadmap,2
369,MM1.S_B_Lymphocyte_Blood | MAX | ID:33191,2
1275,HEK293_Epithelium_Embryonic_Kidney | SUMO2 | ID:41743,2
1274,HEK293_Epithelium_Embryonic_Kidney | SUMO2 | ID:41742,2
6718,HepG2_Epithelium_Liver | HNF4A | ID:7343,2
5798,Jurkat_cells_line | KDM6A | ID:67370,2
9409,PBDE | Pol2 | ENCODE,2
6721,MV4-11_AML_cell | RUNX1 | ID:73449,2
2656,T47D_Epithelium_Mammary_Gland | EP300 | ID:46370,2
5791,GM12878_B_Lymphocyte_Blood | NR2C2 | ID:669,2
2655,T47D_Epithelium_Mammary_Gland | ESR1 | ID:46369,2
8008,Jurkat_T_Lymphocyte_Blood | TET2 | ID:85217,2
5788,GM12878_B_Lymphocyte_Blood | JUND | ID:660,2
1644,TT_Thyroid | SOX2 | ID:44227,2
6754,HCC1806_Mammary_carcinoma_cell_Breast | BRD4 | ID:73529,2
8168,Breast | ESR1 | ID:86526,2
5729,HEK293_Epithelium_Embryonic_Kidney | ZBTB6 | ID:65192,2
1690,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:44390,2
1255,RKO_Epithelium_Colon | BRD1 | ID:41574,2
7979,MCF-7_Epithelium_Breast | GRHL2 | ID:85047,2
2637,SK-N-SH_Neuroblastoma_cell_Brain | JUND | ID:46351,2
3128,NCI-H2107_Epithelium_Lung | ASCL1 | ID:49726,2
3129,NCI-H2107_Epithelium_Lung | ASCL1 | ID:49727,2
6774,SEM_B_Lymphocyte | MED1 | ID:73698,2
6775,SEM_B_Lymphocyte | MED1 | ID:73699,2
5675,HEK293_Epithelium_Embryonic_Kidney | SP4 | ID:65112,2
716,Epithelium_Mammary_Gland | ESR1 | ID:36100,2
1706,T_Lymphocyte_Blood | POLR2A | ID:4453,2
718,Epithelium_Mammary_Gland | ESR1 | ID:36103,2
6777,SEM_B_Lymphocyte | KDM2B | ID:73701,2
5669,HEK293_Epithelium_Embryonic_Kidney | ZFP42 | ID:65098,2
5668,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:65097,2
3135,Kasumi-1_Myeloblast_Blood | LMO2 | ID:49739,2
7974,HL-60_Acute_myeloid_leukemia | CEBPB | ID:84984,2
5662,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:65090,2
6780,Spleen | AFF1 | ID:73709,2
509,MCF-10A_Epithelium_Breast | STAT3 | ID:34236,2
6782,SEM_B_Lymphocyte | AFF1 | ID:73711,2
723,Epithelium_Mammary_Gland | ESR1 | ID:36109,2
1725,VCaP_Epithelium_Prostate | POLR2A | ID:44589,2
1728,VCaP_Epithelium_Prostate | POLR2A | ID:44591,2
1248,GM12878_B_Lymphocyte_Blood | TP53 | ID:41500,2
726,Keratinocyte | TP63 | ID:36140,2
1730,VCaP_Epithelium_Prostate | BRD2 | ID:44594,2
8767,GM12865 | CTCF | ENCODE,2
8473,NGP_Neuroblastoma_cell | MYCN | ID:88298,2
1689,Fibroblast | ERCC6 | ID:44357,2
5727,HEK293_Epithelium_Embryonic_Kidney | ZBTB6 | ID:65190,2
5691,HEK293_Epithelium_Embryonic_Kidney | ZNF350 | ID:65131,2
3106,MCF-7_Epithelium_Breast | EP300 | ID:49648,2
1665,LNCaP_Epithelium_Prostate | AR | ID:44323,2
2643,SK-N-SH_Neuroblastoma_cell_Brain | ZBTB33 | ID:46357,2
6758,SUM159PT_Breast | CEBPB | ID:73535,2
5721,HEK293_Epithelium_Embryonic_Kidney | ZNF85 | ID:65184,2
45,HeLa_Epithelium_Cervix | C17orf49 | ID:1227,2
3110,MCF-7_Epithelium_Breast | MED1 | ID:49651,2
3111,MCF-7_Epithelium_Breast | MED1 | ID:49652,2
3112,MCF-7_Epithelium_Breast | ESR1 | ID:49653,2
7987,MCF-10A_Epithelium_Breast | POLR2A | ID:85074,2
1259,GM18505_Lymphoblastoid_Blood | POLR2A | ID:41688,2
3115,MCF-7_Epithelium_Breast | FOXA1 | ID:49657,2
351,MCF-7_Epithelium_Breast | EP300 | ID:33154,2
5711,HEK293_Epithelium_Embryonic_Kidney | ZNF770 | ID:65164,2
5710,HEK293_Epithelium_Embryonic_Kidney | ZNF549 | ID:65162,2
8756,Gastric | DNase.fdr0.01.hot | Roadmap,2
7985,Macrophage_Blood | RXRG | ID:85060,2
5704,HEK293_Epithelium_Embryonic_Kidney | ZSCAN22 | ID:65153,2
8169,Breast | ESR1 | ID:86527,2
713,Epithelium_Mammary_Gland | ESR1 | ID:36097,2
1258,IMR90_Fibroblast_Lung | POLR3D | ID:41628,2
8475,KELLY_Neuroblastoma_cell | MYCN | ID:88303,2
508,HUES64_Embryonic_Stem_Cell_Embryo | SOX2 | ID:34118,2
9394,Osteobl | CTCF | ENCODE,2
1686,Endothelial_Cell_Umbilical_Vein | POLR2A | ID:44353,2
6765,SUM159PT_Mammary_carcinoma_cell_Breast | MED1 | ID:73542,2
51,HeLa_Epithelium_Cervix | NR3C1 | ID:1302,2
5836,CFPAC-1_Pancreatic_ductal | ELF3 | ID:67597,2
5838,CFPAC-1_Pancreatic_ductal | KLF5 | ID:67599,2
8067,HEK293T_Epithelium_Embryonic_Kidney | NCOR1 | ID:8565,2
6656,Cardiomyocyte | GATA4 | ID:72922,2
2985,HeLa_Epithelium_Cervix | ELL2 | ID:49006,2
6649,Rh18_rhabdomyosarcoma | MYF5 | ID:72878,2
6650,Cardiomyocyte | TBX5 | ID:72907,2
6651,MHH-MED-1_Cardiomyocyte | MED1 | ID:72908,2
8054,K562_Erythroblast_Bone_Marrow | BRD4 | ID:85536,2
8505,VCaP_Epithelium_Prostate | HOXB13 | ID:88500,2
1300,MDA-MD-231_Epithelium_Mammary_Gland | ZBTB17 | ID:41831,2
1580,SW480_Colon | CDK8 | ID:43642,2
688,NHEK_Keratinocyte_Skin | CTCF | ID:35840,2
5967,U2OS_Bone | CRY1 | ID:68102,2
1298,iPSC | EZH2 | ID:41825,2
2992,HeLa_Epithelium_Cervix | POLR2A | ID:49015,2
1586,MM1.S_B_Lymphocyte_Blood | POLR2A | ID:43740,2
5960,C4-2_Prostate | POLR2A | ID:68086,2
3050,T47D_Epithelium_Mammary_Gland | EGLN2 | ID:49448,2
8049,HCT-116_HCT116 | PHIP | ID:85464,2
5958,C4-2_Prostate | POLR2A | ID:68084,2
5956,C4-2_Prostate | POLR2A | ID:68082,2
6658,MHH-MED-1_Cardiomyocyte | MED1 | ID:72924,2
406,Epithelium_Mammary_Gland | ESR1 | ID:33487,2
5951,C4-2_Prostate | AR | ID:68077,2
6659,Cardiomyocyte | GATA4 | ID:72928,2
2688,SUM185PE_Epithelium_Mammary_Gland | KDM5B | ID:47275,2
6661,Cardiomyocyte | GATA4 | ID:72934,2
9421,Penis_Foreskin_Keratinocyte_Primary_Cells_skin02 | DNase.hot | Roadmap,2
5943,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68068,2
6662,Cardiomyocyte | HDAC2 | ID:72935,2
8046,LS174T_Epithelium_Colon | POLR2A | ID:8546,2
5982,LNCaP_Epithelium_Prostate | FOXA1 | ID:68219,2
6642,K562_Leukemia_Bone | CTCF | ID:72780,2
6641,HCT-116_Colon_cancer_cell_Colon | CTCF | ID:72779,2
2983,HeLa_Epithelium_Cervix | ELL2 | ID:49004,2
1541,WA09_Embryonic_Stem_Cell_Embryo | TEAD4 | ID:43301,2
419,BT-474_Epithelium_Mammary_Gland | ESR1 | ID:33512,2
6622,A375_Melanoma_Cell | HEXIM1 | ID:72608,2
1543,KB_Cell_Epithelium_HeLa_contaminant | CDK6 | ID:43305,2
1545,KB_Cell_Epithelium_HeLa_contaminant | RELA | ID:43313,2
2966,MCF-7_Epithelium_Breast | MBD2 | ID:48827,2
6029,HCT-116_Colon_cancer_cell_Colon | TOP1 | ID:68774,2
2967,MCF-7_Epithelium_Breast | POLR2A | ID:48828,2
6025,IMR90 | BRD4 | ID:68712,2
1309,HCT-116_Colon | CTCF | ID:42153,2
6020,Patient_derived_xenograft_cells | KMT2D | ID:68627,2
1307,HCT-116_Colon | CTCF | ID:42151,2
1555,Proerythroblast_Bone_Marrow | GATA1 | ID:43446,2
1557,Proerythroblast_Bone_Marrow | GFI1B | ID:43448,2
6010,HCT-116_Colon_cancer_cell_Colon | ATF3 | ID:68460,2
6009,Erythroid_Cell | USF1 | ID:68456,2
6008,Erythroid_Cell | USF2 | ID:68455,2
415,Epithelium_Mammary_Gland | ESR1 | ID:33507,2
6006,C4-2B_Epithelium_Prostate | AR | ID:68399,2
2976,HeLa_Epithelium_Cervix | AFF4 | ID:48997,2
1560,HeLa_Epithelium_Cervix | POLR2A | ID:43452,2
6001,LY2_Breast | ESR1 | ID:68323,2
2694,BT-549_Epithelium_Mammary_Gland | FOSL1 | ID:47287,2
1566,Epithelium_Mammary_Gland | CBX8 | ID:43558,2
5994,VCaP_Epithelium_Prostate | FOXA1 | ID:68234,2
8057,IMR90_Fibroblast_Lung | HIRA | ID:85563,2
1303,HEK293T_Epithelium_Embryonic_Kidney | EZH2 | ID:41974,2
5935,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68059,2
5934,IMR90hTert_Fibroblast_Fetal_Lung | POLR3D | ID:68058,2
5933,MCF-7_Breast | ESR1 | ID:68057,2
5880,LNCaP_Epithelium_Prostate | GATA2 | ID:67749,2
1610,H9_Embryonic_Stem_Cell_Embryo | TP53 | ID:43999,2
3029,H1_Embryonic_Stem_Cell_Embryo | EP300 | ID:4928,2
8032,H3122_Lung | BRD4 | ID:85401,2
3031,H1_Embryonic_Stem_Cell_Embryo | TAFII | ID:4930,2
8031,H3122_Lung | BRD4 | ID:85399,2
2671,HeLa_Epithelium_Cervix | MYC | ID:47102,2
8713,Fetal_Brain_Male | DNase.hot | Roadmap,2
8498,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:88453,2
8715,Fetal_Heart | DNase.fdr0.01.hot | Roadmap,2
5867,LNCaP_Epithelium_Prostate | GATA2 | ID:67734,2
383,MCF-7_Epithelium_Breast | ESR1 | ID:33224,2
8028,GM00739_Fibroblast | ATF3 | ID:85392,2
6694,MCF-7_asynchonous_cells_Breast | FOXA1 | ID:73186,2
5859,LNCaP_Epithelium_Prostate | CREB1 | ID:67715,2
2670,CAL-1_Dendritic_Cell | TCF4 | ID:47101,2
3040,IMR90_Fibroblast_Lung | EP300 | ID:49415,2
5855,LNCaP_Epithelium_Prostate | CREB1 | ID:67711,2
1617,T_Lymphocyte_Blood | KAT8 | ID:4403,2
5853,GM12878_B_Lymphocyte_Blood | POLR2A | ID:677,2
3043,GM18505_Lymphoblastoid_Blood | RELA | ID:4942,2
8025,Fibroblast | POLR2A | ID:85383,2
8024,Endothelial_Cell | EP300 | ID:85378,2
5846,CFPAC-1_Pancreatic_ductal | ELF3 | ID:67615,2
5843,CFPAC-1_Pancreatic_ductal | IRF1 | ID:67612,2
8156,Akata_B_Lymphocyte | BRD4 | ID:86429,2
5841,PANC-1_Pancreatic_ductal | ZEB1 | ID:67610,2
3049,T47D_Epithelium_Mammary_Gland | HIF1A | ID:49447,2
386,Proerythroblast_Bone_Marrow | TAL1 | ID:33293,2
5881,LNCaP_Epithelium_Prostate | FOXA1 | ID:67750,2
6668,Cardiomyocyte | TBX5 | ID:72954,2
3027,LS174T_Epithelium_Colon | MYC | ID:49277,2
5931,LTED_Breast | ESR1 | ID:68055,2
8696,ECC-1 (BPA_100nM) | ERalpha | ENCODE,2
3008,22RV1_Epithelium_Prostate | AR | ID:49158,2
3009,HeLa_Epithelium_Cervix | EMX1 | ID:49183,2
1596,VCaP_Epithelium_Prostate | AR | ID:43853,2
5921,NIH:OVCAR-3 | GRHL2 | ID:68003,2
5920,OVCA429 | GRHL2 | ID:68002,2
5917,Macrophage_Blood | SPI1 | ID:67928,2
5914,GM12878_B_Lymphocyte_Blood | EBNA2 | ID:67859,2
2684,MCF-7_Epithelium_Breast | KDM5B | ID:47265,2
6674,Prostate | AR | ID:72974,2
6675,Prostate | AR | ID:72975,2
8041,LS174T_Epithelium_Colon | POLR2A | ID:8543,2
5908,LP-1 | EP300 | ID:67835,2
1602,VCaP_Epithelium_Prostate | AR | ID:43859,2
5904,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:67828,2
499,BG03_Embryonic_Stem_Cell_Embryo | POLR2A | ID:34073,2
5900,MDA-MB-436 | BRD4 | ID:67804,2
5898,SUM149R | BRD4 | ID:67800,2
8502,VCaP_Epithelium_Prostate | HOXB13 | ID:88496,2
8700,ECC-1 (DEX_100nM) | GR | ENCODE,2
8701,ECC-1 (DMSO_0.02pct) | Pol2 | ENCODE,2
2678,MCF-7_Epithelium_Breast | POLR2A | ID:47115,2
5891,F5_Erythroid_Progenitor_Cell_Fetal_Liver | TAL1 | ID:67771,2
6682,MCF-7_Breast | FOXA1 | ID:72996,2
1607,Endothelial_Cell_Artery | T | ID:43975,2
8033,H3122_Lung | BRD4 | ID:85402,2
6744,SUM159PT_Mammary_carcinoma_cell_Breast | EP300 | ID:73519,2
8136,K562_Erythroblast_Bone_Marrow | ZBTB7A | ID:86195,2
767,A549_Epithelium_Lung | POLR2A | ID:36351,2
3654,CyT49_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:52683,2
4377,RS4_B_Lymphocyte | SPI1 | ID:56943,2
201,MCF-7_Epithelium_Breast | RAD21 | ID:2388,2
966,K562_Erythroblast_Bone_Marrow | HSF1 | ID:38582,2
965,Epithelium_Colon | POLR2A | ID:38576,2
2154,K562_Erythroblast_Bone_Marrow | MYC | ID:45870,2
7382,U266B1 | TFDP1 | ID:77534,2
2417,GM12878_B_Lymphocyte_Blood | SP1 | ID:46135,2
9117,HepG2 | RFX5 | ENCODE,2
9118,HepG2 | RXRA | ENCODE,2
9119,HepG2 | Sin3Ak-20 | ENCODE,2
2159,K562_Erythroblast_Bone_Marrow | POLR2A | ID:45875,2
9120,HepG2 | SMC3 | ENCODE,2
199,MCF-7_Epithelium_Breast | POLR2A | ID:2384,2
7391,GM12878_B_Lymphocyte_Blood | MYC | ID:8091,2
4382,HeLa_Epithelium_Cervix | GTF2B | ID:56961,2
4351,VCS2_Epithelium_Prostate | AR | ID:5667,2
7392,GM12878_B_Lymphocyte_Blood | MYC | ID:8092,2
3658,Raji_B_Lymphocyte_Blood | CIITA | ID:52784,2
962,Pancreatic_Islet | FAIRE | ID:38484,2
7395,H1_Embryonic_Stem_Cell_Embryo | MYC | ID:8096,2
8315,Breast | ESR1 | ID:87466,2
7397,HeLa_Epithelium_Cervix | MYC | ID:8098,2
961,Pancreatic_Islet | FAIRE | ID:38483,2
9126,HepG2 | TBP | ENCODE,2
4338,IMR90_Fibroblast_Lung | POLR2A | ID:5663,2
819,U937_Pleura | FLI1 | ID:37057,2
8313,Breast | ESR1 | ID:87458,2
2170,K562_Erythroblast_Bone_Marrow | SETDB1 | ID:45887,2
622,K562_Erythroblast_Bone_Marrow | CTCF | ID:35447,2
4384,HeLa_Epithelium_Cervix | POLR2A | ID:56964,2
3703,TSU-1621-MT | RUNX1 | ID:53305,2
7747,HepG2_Epithelium_Liver | MCRS1 | ID:83518,2
4433,H9_Embryonic_Stem_Cell_Embryo | POU5F1 | ID:5754,2
990,LoVo_Colon | RBCK1 | ID:38695,2
2129,Epithelium | CTCF | ID:45846,2
4426,HEK293_Epithelium_Embryonic_Kidney | CTCF | ID:57284,2
988,LoVo_Colon | EGR1 | ID:38684,2
9101,HepG2 | MYBL2 | ENCODE,2
2422,GM12878_B_Lymphocyte_Blood | TCF7L1 | ID:46140,2
9103,HepG2 | Nrf1 | ENCODE,2
985,LoVo_Colon | HOXA13 | ID:38678,2
8329,MCF-10A_Epithelium_Breast | POLR2A | ID:87595,2
207,MCF-7_Epithelium_Breast | STAG1 | ID:2394,2
9107,HepG2 | p300 | ENCODE | 1,2
9108,HepG2 (forskolin) | PGC1A | ENCODE,2
7361,GM12878_B_Lymphocyte_Blood | HMG20A | ID:77262,2
2149,IMR90_Fibroblast_Lung | CTCF | ID:45865,2
581,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | NCOR1 | ID:35091,2
4405,HCT-116_Colon | CDK9 | ID:57093,2
7745,MCF-10A_Epithelium_Breast | NR3C1 | ID:83501,2
4402,HCT-116_Colon | TRIM28 | ID:57090,2
2137,Endothelial_Cell_Umbilical_Vein | FOS | ID:45853,2
3636,MCF-7_Epithelium_Breast | FOXA1 | ID:52623,2
8324,MCF-10A_Epithelium_Breast | POLR2A | ID:87590,2
969,IMR90_Fibroblast_Lung | E2F7 | ID:38588,2
4393,HeLa_Epithelium_Cervix | POLR2A | ID:56976,2
204,MCF-7_Epithelium_Breast | RAD21 | ID:2391,2
3639,MCF-7_Epithelium_Breast | FOXA1 | ID:52626,2
2146,IMR90_Fibroblast_Lung | RAD21 | ID:45862,2
2148,IMR90_Fibroblast_Lung | MAFK | ID:45864,2
3667,MCF-7_Epithelium_Breast | MTA3 | ID:52966,2
2407,GM12878_B_Lymphocyte_Blood | RXRA | ID:46125,2
4326,HuCCT1 | POLR2A | ID:56561,2
4251,Prostate | AR | ID:56123,2
2396,GM12878_B_Lymphocyte_Blood | SRF | ID:46114,2
2198,K562_Erythroblast_Bone_Marrow | POLR2A | ID:45918,2
4268,CClp1 | BIRA | ID:56247,2
943,MCF-7_Epithelium_Breast | CTCF | ID:38203,2
2200,Lymphocyte_Blood | STAT5B | ID:4592,2
7435,A549_Epithelium_Lung | BRD4 | ID:81291,2
4261,C4-2B_Epithelium_Prostate | AR | ID:56209,2
4260,C4-2B_Epithelium_Prostate | AR | ID:56208,2
7436,A375_melanoma_Skin | BRD4 | ID:81292,2
7437,A375_melanoma_Skin | BRD4 | ID:81293,2
7439,A375_melanoma_Skin | BRD4 | ID:81295,2
4254,MCF-7_Epithelium_Breast | APOBEC3B | ID:56126,2
585,MCF-7_Epithelium_Breast | POLR2A | ID:35215,2
938,FB0167P_Fibroblast | CTCF | ID:38197,2
959,T_Lymphocyte_Blood | POLR2A | ID:38454,2
4248,Prostate | AR | ID:56120,2
7445,Macrophage_Blood | MAF | ID:81326,2
7446,HCT-116_Colon | RAD21 | ID:81366,2
4244,Prostate | AR | ID:56115,2
4243,Prostate | AR | ID:56114,2
186,MCF-7_Epithelium_Breast | FOXA1 | ID:2320,2
9152,HUVEC | c-Fos | ENCODE,2
9274,K562 | Pol2-4H8 | ENCODE,2
586,M0-91_Leukemia_Cell | HSF1 | ID:35216,2
4237,Prostate | AR | ID:56108,2
3700,TSU-1621-MT | T | ID:53302,2
4234,MDA-MB-231_Epithelium_Breast | NR3C1 | ID:56105,2
4233,MDA-MB-231_Epithelium_Breast | NR3C1 | ID:56103,2
4274,LNCaP_Epithelium_Prostate | AR | ID:56257,2
8233,Breast | PR | ID:86903,2
7427,Monocyte_Blood | RUNX1 | ID:81223,2
7426,NHEK_Keratinocyte_Skin | MYC | ID:8122,2
3670,LNCaP-abl_Epithelium_Prostate | E2F1 | ID:53013,2
7724,Breast | ESR1 | ID:83328,2
4319,HuCCT1 | TEAD4 | ID:56543,2
822,VCaP_Epithelium_Prostate | NR3C1 | ID:37091,2
4315,MSTO | YAP1 | ID:56534,2
4313,B_Lymphocyte_Tonsil | KMT2D | ID:56481,2
952,T_Lymphocyte_Blood | POLR2A | ID:38342,2
3675,Endothelial_Cell | MYC | ID:53087,2
2177,K562_Erythroblast_Bone_Marrow | CCNT2 | ID:45895,2
7412,HeLa_Epithelium_Cervix | AUTS2 | ID:81145,2
2178,K562_Erythroblast_Bone_Marrow | ARID3A | ID:45897,2
2179,K562_Erythroblast_Bone_Marrow | E2F6 | ID:45898,2
2180,K562_Erythroblast_Bone_Marrow | CTCF | ID:45899,2
2403,GM12878_B_Lymphocyte_Blood | PBX3 | ID:46121,2
2182,K562_Erythroblast_Bone_Marrow | GTF3C2 | ID:45901,2
3677,Namalwa_B_Lymphocyte | NRF1 | ID:53105,2
3678,MRC5_Fibroblast_Lung | POLR2A | ID:53123,2
4295,KELLY | GATA3 | ID:56401,2
9134,HepG2 | ZBTB33 | ENCODE,2
7719,T47D_Epithelium_Mammary_Gland | FOXA1 | ID:83269,2
3682,HEK293_Epithelium_Embryonic_Kidney | FOXM1 | ID:53251,2
7421,K562_Erythroblast_Bone_Marrow | MYC | ID:8118,2
4287,MOLM-14_Myeloid_Cell | BRD4 | ID:56359,2
4283,MOLM-14_Myeloid_Cell | CDK8 | ID:56351,2
7717,T47D_Epithelium_Mammary_Gland | GATA3 | ID:83266,2
2195,K562_Erythroblast_Bone_Marrow | SMC3 | ID:45914,2
2399,GM12878_B_Lymphocyte_Blood | ETS1 | ID:46117,2
2425,GM12878_B_Lymphocyte_Blood | PML | ID:46143,2
7343,293T | ZNF133 | ID:77175,2
3625,MCF-7_Epithelium_Breast | ESR1 | ID:52609,2
3574,SA121_Embryonic_Stem_Cell | CTNNB1 | ID:52245,2
2058,HeLa-S3_Epithelium_Cervix | STAT3 | ID:45771,2
4576,HEK293_Epithelium_Embryonic_Kidney | XRN2 | ID:58840,2
1031,LoVo_Colon | ZFAT | ID:38796,2
3565,Macrophage | FAIRE | ID:52158,2
1029,LoVo_Colon | KLF3 | ID:38790,2
221,NB4_Promyelocytic_cell_Blood | POLR2A | ID:2461,2
2460,H1_Embryonic_Stem_Cell_Embryo | SP2 | ID:46176,2
8339,MCF-7_Epithelium_Breast | CTCF | ID:87644,2
4565,Raji_B_Lymphocyte_Blood | CD59 | ID:58829,2
220,NB4_Promyelocytic_cell_Blood | PML | ID:2460,2
7776,MCF-7_Epithelium_Breast | CTCF | ID:83738,2
4559,Th2 | MYB | ID:58806,2
2066,HeLa-S3_Epithelium_Cervix | MYC | ID:45780,2
2069,HeLa-S3_Epithelium_Cervix | NR2C2 | ID:45783,2
3583,Keratinocyte | TP63 | ID:52301,2
9065,HepG2 (forskolin) | CEBPB | ENCODE,2
3575,Granulosa_cell_Ovary | AR | ID:52249,2
2073,HeLa-S3_Epithelium_Cervix | SMARCC2 | ID:45787,2
4546,BE2-C_Neuroblast_Brain | WDR5 | ID:58502,2
3576,H9_Embryonic_Stem_Cell_Embryo | SMARCA4 | ID:5227,2
4544,Embryonic_Stem_Cell_Embryo | POU5F1 | ID:58494,2
2075,HepG2_Epithelium_Liver | CEBPB | ID:45789,2
7301,293T | ZNF530 | ID:77099,2
