,Target,Weights
6961,T778 | MAZ | ID:74571,0.018971661
6731,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73506,0.018968755
5674,HEK293_Epithelium_Embryonic_Kidney | SP4 | ID:65111,0.018939095
8503,VCaP_Epithelium_Prostate | HOXB13 | ID:88497,0.018925464
3453,HUES64_Embryonic_Stem_Cell_Embryo | NANOG | ID:51514,0.018901154
3389,VCaP_Epithelium_Prostate | PIAS1 | ID:51051,0.018894326
2485,HCT-116_Colon | POLR2A | ID:46201,0.018875713
6353,Raji_B_Lymphocyte_Blood | POLR2A | ID:70957,0.018863333
1350,GM12891_Lymphoblastoid_Blood | CTCF | ID:42314,0.018818412
4328,HuCCT1 | POLR2A | ID:56563,0.018798836
2217,K562_Erythroblast_Bone_Marrow | STAT1 | ID:45937,0.01878786
4566,THP-1_Monocyte_Blood | RXRA | ID:5883,0.01877581
7418,K562_Erythroblast_Bone_Marrow | MYC | ID:8117,0.018752886
4513,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58339,0.018750196
6806,Jurkat_T_Lymphocyte_Blood | LMO1 | ID:73854,0.018702662
8483,K562_Erythroblast_Bone_Marrow | TAL1 | ID:88353,0.018662645
8661,AG04450 | CTCF | ENCODE,0.018628603
8002,A673_Patient | EWSR1 | ID:85158,0.018611986
4673,HEK293_Epithelium_Embryonic_Kidney | ZNF585B | ID:62531,0.018610684
6952,Endothelial_Cell_Umbilical_Vein | EP300 | ID:74486,0.018588865
3941,U2OS_Bone | HSF1 | ID:54574,0.018559104
1368,GM18526_Lymphoblastoid_Blood | STAG1 | ID:42397,0.018556712
8589,RPMI-8402_T_cell_leukemia_Blood | TCF12 | ID:9198,0.018532015
5564,K562_Erythroblast_Bone_Marrow | KDM1A | ID:64823,0.018516975
3892,Mesenchymal_Stem_Cell | ATF4 | ID:54129,0.018441238
2674,MCF-7_Epithelium_Breast | POLR2A | ID:47111,0.018378492
96,HepG2_Epithelium_Liver | STAG1 | ID:1492,0.01834783
7106,Rh4_rhabdomyosarcoma | RAD21 | ID:75836,0.018344153
9130,HepG2 | TR4 | ENCODE,0.018321998
614,Epithelium_Bronchia | GRHL2 | ID:35323,0.018297508
838,NCI-H838_Epithelium_Lung | HSF1 | ID:37123,0.018288994
374,U87_Brain | MED1 | ID:33198,0.01826502
246,U2OS_Bone | ESR1 | ID:2778,0.01824569
8934,H1-hESC | GABP | ENCODE,0.018211698
6854,MCF-7 | RUNX2 | ID:74116,0.018174026
5022,K562_Erythroblast_Bone_Marrow | ZNF318 | ID:63365,0.018148147
5656,HEK293_Epithelium_Embryonic_Kidney | ZIM3 | ID:65081,0.018129459
2092,HepG2_Epithelium_Liver | ARID3A | ID:45806,0.018103642
3993,Adipose | PPARG | ID:55131,0.018061208
7974,HL-60_Acute_myeloid_leukemia | CEBPB | ID:84984,0.01805464
849,H128_Epithelium_Lung | POLR2A | ID:37172,0.018035034
1190,Epithelium_Mammary_Gland | ESR1 | ID:41127,0.018024385
9205,K562 (IFNg30) | c-Jun | ENCODE,0.018021276
296,Glioblastoma_Multiforme_Stem_Like | BMI1 | ID:32776,0.017966038
2477,H1_Embryonic_Stem_Cell_Embryo | ATF2 | ID:46193,0.017931407
874,ME-1_Leukemia_Cell | TBP | ID:37584,0.017915487
6570,MCF-7_Human_Breast_Cancer_Cell_Breast | POLR2A | ID:72399,0.01790378
7256,HeLa_Epithelium_Cervix | MBOAT4 | ID:76967,0.017903503
5522,MCF-7_Epithelium_Breast | YBX1 | ID:64704,0.01787656
3137,Kasumi-1_Myeloblast_Blood | SPI1 | ID:49740,0.017868098
7627,THP-1_Monocyte_Blood | SPI1 | ID:82613,0.017864268
9178,iPS_DF_19.11_Cell_Line | DNase.fdr0.01.peaks | Roadmap,0.017857052
8297,BJ_Fibroblast_Skin | FOXA2 | ID:87396,0.017831583
8801,GM12878 | IRF4 | ENCODE,0.017827665
4926,K562_Erythroblast_Bone_Marrow | PBX2 | ID:63132,0.017821023
1757,Keratinocyte_Foreskin | TP63 | ID:44766,0.017809186
5344,HEK293_Epithelium_Embryonic_Kidney | ZNF792 | ID:64201,0.017806625
2988,HeLa_Epithelium_Cervix | CPSF3L | ID:49009,0.017761333
6730,SUM159PT_Mammary_carcinoma_cell_Breast | BRD4 | ID:73505,0.017663924
2884,GM12878_B_Lymphocyte_Blood | SPI1 | ID:48315,0.017606413
8719,Fetal_Intestine_Large | DNase.fdr0.01.hot | Roadmap,0.017573444
405,BT-474_Epithelium_Mammary_Gland | ESR1 | ID:33484,0.017560989
7614,T47D_cancer_cells_Breast | PR | ID:82559,0.017547859
5670,HEK293_Epithelium_Embryonic_Kidney | ZSCAN31 | ID:65102,0.017535614
7611,HCT-116_colorectal_adenocarcinoma_HCT116 | TP53 | ID:82544,0.017503265
1489,GP5d_Colon | JUND | ID:42938,0.017451333
7435,A549_Epithelium_Lung | BRD4 | ID:81291,0.01744057
1340,GM12878_B_Lymphocyte_Blood | CTCF | ID:42272,0.017435841
3203,GM18526_Lymphoblastoid_Blood | POLR2A | ID:5003,0.017380517
4108,HCT-116_Colon | LEO1 | ID:55661,0.017353954
2025,HeLa-S3_Epithelium_Cervix | ZZZ3 | ID:45735,0.01734185
9250,K562 (IFNa6h) | IRF1 | ENCODE,0.017331464
5644,HEK293_Epithelium_Embryonic_Kidney | ZNF574 | ID:65063,0.017306216
1094,LS180_Epithelium_Colon | SRC | ID:39652,0.017284384
198,MCF-7_Epithelium_Breast | POLR2A | ID:2383,0.017217474
8678,CD19_Primary_Cells_Peripheral_ | DNase.fdr0.01.hot | Roadmap,0.017210543
3510,LNCaP_Epithelium_Prostate | AR | ID:51758,0.01719787
989,LoVo_Colon | RAD21 | ID:38691,0.01719688
5411,GM12878_B_Lymphocyte_Blood | TBX21 | ID:64375,0.017183924
6113,T47D_Breast | PR | ID:68977,0.017137282
1498,LoVo_Colon | RAD21 | ID:42951,0.017126627
9018,HeLa-S3 | ELK1 | ENCODE,0.017112069
2234,K562_Erythroblast_Bone_Marrow | MAFK | ID:45954,0.017069722
1883,GM12864_B_Lymphocyte_Blood | CTCF | ID:45589,0.01705238
8962,H1-hESC | SRF | ENCODE,0.017032789
2296,NHEK_Keratinocyte_Skin | CTCF | ID:46017,0.017008683
7468,Endothelial_Cell_Umbilical_Vein | RAD21 | ID:81586,0.017003955
8523,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | BCL6 | ID:88599,0.016961679
2543,HL-60_Promyeloblast_Blood | SPI1 | ID:46259,0.01695216
5582,K562_Erythroblast_Bone_Marrow | ZFX | ID:64865,0.016924059
9321,K562 | UBF | ENCODE,0.01691463
4986,HEK293_Epithelium_Embryonic_Kidney | OSR2 | ID:63286,0.01691231
8723,Fetal_Intestine_Small | DNase.fdr0.01.hot | Roadmap,0.016874218
4571,HEK293_Epithelium_Embryonic_Kidney | POLR2A | ID:58836,0.016850788
7761,Breast | FOXA1 | ID:83619,0.016843367
8958,H1-hESC | SIX5 | ENCODE,0.01675151
2272,MCF-7_Epithelium_Breast | POLR2A | ID:45993,0.016668655
1418,MS1_Lymphoblastoid_Blood | STAG1 | ID:42587,0.016636755
9363,MCF-7 (serum_stimulated_media) | Pol2 | ENCODE,0.016634516
9232,K562 | ELF1 | ENCODE,0.016623918
732,HEK293_Epithelium_Embryonic_Kidney | TTF2 | ID:36230,0.016594976
1149,B_Lymphocyte_Blood | CDK7 | ID:40053,0.016569637
2416,GM12878_B_Lymphocyte_Blood | FOXM1 | ID:46134,0.016542101
5271,HEK293_Epithelium_Embryonic_Kidney | KLF7 | ID:64010,0.016470244
6396,VCaP_Epithelium_Prostate | AR | ID:71108,0.016464384
4991,K562_Erythroblast_Bone_Marrow | NKRF | ID:63301,0.016439408
4946,HepG2_Epithelium_Liver | IKZF1 | ID:63180,0.016435692
8816,GM12878 | NRSF | ENCODE,0.01638607
343,MCF-7_Epithelium_Breast | FOXA1 | ID:33143,0.016376622
4210,HepG2_Epithelium_Liver | RAD21 | ID:56041,0.016345495
3868,MCF-7_Epithelium_Breast | ESR1 | ID:54079,0.016329879
3916,EWS502_Small_Round_Tumor_Cell | FLI1 | ID:5437,0.0163117
2628,SK-N-SH_Neuroblastoma_cell_Brain | YY1 | ID:46342,0.016294943
4621,SEM_Pre-B_Lymphocyte | MLLT1 | ID:59168,0.016286356
4318,HuCCT1 | TEAD1 | ID:56542,0.016258663
2553,K562_Erythroblast_Bone_Marrow | YY1 | ID:46269,0.016240645
4313,B_Lymphocyte_Tonsil | KMT2D | ID:56481,0.016234249
5845,CFPAC-1_Pancreatic_ductal | FOXA1 | ID:67614,0.016206777
5020,K562_Erythroblast_Bone_Marrow | C11orf30 | ID:63363,0.01618678
9255,K562 | MafF | ENCODE,0.016147137
1866,Fibroblast_Umbilical_Vein | CTCF | ID:45572,0.016089575
1183,ZR-75-1_Epithelium_Mammary_Gland | ESR1 | ID:40372,0.016041137
4388,HeLa_Epithelium_Cervix | POLR2A | ID:56970,0.016027104
1313,K562_Erythroblast_Bone_Marrow | CTCF | ID:42157,0.016011762
1303,HEK293T_Epithelium_Embryonic_Kidney | EZH2 | ID:41974,0.01601086
8038,LS174T_Epithelium_Colon | POLR2A | ID:8542,0.015989816
8626,A549 (EtOH_0.02pct) | BCL3 | ENCODE,0.015970757
6195,MV4;11_Leukemia_Cell_Blood | BRD4 | ID:69761,0.015935428
4722,HEK293_Epithelium_Embryonic_Kidney | KLF9 | ID:62637,0.015911462
8726,Fetal_Kidney | DNase.all.peaks | Roadmap,0.015900454
7973,HCT-116_Colon | NIPBL | ID:84953,0.015869817
5517,GM12878_B_Lymphocyte_Blood | CBFB | ID:64692,0.015869388
2475,H1_Embryonic_Stem_Cell_Embryo | JUND | ID:46191,0.015864082
3432,HUES64_Embryonic_Stem_Cell_Embryo | FOXA2 | ID:51457,0.015859963
1715,VCaP_Epithelium_Prostate | AR | ID:44579,0.0158343
8912,H1-hESC | ATF3 | ENCODE,0.015799908
6167,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:69541,0.01576658
6609,Breast | ESR1 | ID:72500,0.01575896
3139,H1_Embryonic_Stem_Cell_Embryo | SSU72 | ID:49742,0.015754709
3263,K562_Erythroblast_Bone_Marrow | TBP | ID:50163,0.015746612
1207,IMR90_Fibroblast_Lung | RELA | ID:41269,0.015730917
7719,T47D_Epithelium_Mammary_Gland | FOXA1 | ID:83269,0.015728481
8581,HCT-116_HCT116 | ARID1A | ID:88981,0.015727073
7282,293T | ZNF682 | ID:77061,0.015707744
568,MDA-MB-231_Epithelium_Breast | FOXM1 | ID:34997,0.015707554
2631,SK-N-SH_Neuroblastoma_cell_Brain | TAF1 | ID:46345,0.015702136
8561,HCT-116_HCT116 | POLR2A | ID:88902,0.015603203
6037,HCT-116_Colon_cancer_cell_Colon | BRD4 | ID:68783,0.015582558
807,MCF-7_Epithelium_Breast | ESR1 | ID:36834,0.015494019
6980,GM12878_B_Lymphocyte_Blood | ZMYM3 | ID:74652,0.015456621
4751,HEK293_Epithelium_Embryonic_Kidney | PRDM1 | ID:62702,0.015399023
2661,T47D_Epithelium_Mammary_Gland | ESR1 | ID:46375,0.015374368
2564,K562_Erythroblast_Bone_Marrow | STAT5A | ID:46280,0.0153602185
7845,LNCaP_Epithelium_Prostate | FOXA1 | ID:84230,0.015345108
5669,HEK293_Epithelium_Embryonic_Kidney | ZFP42 | ID:65098,0.015328849
6176,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:69614,0.0153205255
5535,HEK293_Epithelium_Embryonic_Kidney | ZBTB11 | ID:64751,0.015270831
4069,H3396_Epithelium_Mammary_Gland | CREB1 | ID:5549,0.0152677465
2258,MCF-7_Epithelium_Breast | TCF7L2 | ID:45979,0.015267451
454,Th2 | GATA3 | ID:33680,0.015254962
553,Namalwa_B_Lymphocyte | PAX5 | ID:34476,0.015228609
6147,VCaP_Epithelium_Prostate | AR | ID:69285,0.015220476
9355,MCF-7 (serum_starved_media) | CTCF | ENCODE,0.015212751
612,Epithelium_Bronchia | GRHL2 | ID:35315,0.015183081
396,P493-6_B_cell_lymphoma | CDK9 | ID:33446,0.015169235
9023,HeLa-S3 | HA-E2F1 | ENCODE,0.01512543
4168,Cardiomyocyte_Heart | EP300 | ID:5578,0.015035724
6367,U2OS_Osteosarcoma_cell | CLOCK | ID:71021,0.015013097
8531,TTC1240_Malignant_rhabdoid_tumor | SS18 | ID:88639,0.014878323
2755,AGS_Epithelium_Stomach | KLF5 | ID:47597,0.0148581555
2848,RD_Muscle | TEAD1 | ID:48240,0.014853838
1604,BE2-C_Neuroblast_Brain | HOXC9 | ID:43893,0.014849307
7157,Calu-3_Lung | JUND | ID:76277,0.014844866
2040,HeLa-S3_Epithelium_Cervix | E2F4 | ID:45752,0.014843052
1363,GM18505_Lymphoblastoid_Blood | CTCF | ID:42370,0.014828425
5634,HEK293_Epithelium_Embryonic_Kidney | ZNF24 | ID:65032,0.014783567
8161,C4-2_Prostate | BRD4 | ID:86456,0.014770746
787,HEK293T_Epithelium_Embryonic_Kidney | ZNF143 | ID:36766,0.014750789
1216,Monocyte_Blood | STAT1 | ID:41287,0.014747164
6127,Cortex_Kidney | EP300 | ID:69250,0.0147200525
988,LoVo_Colon | EGR1 | ID:38684,0.014699435
4334,GM10861_Lymphocyte_Blood | VDR | ID:566,0.014671995
942,FB0167P_Fibroblast | POLR2A | ID:38202,0.014608922
8314,Breast | ESR1 | ID:87459,0.014521567
8685,CD3_Primary_Cells_Peripheral_ | DNase.all.peaks | Roadmap,0.014496422
3919,EWS502_Small_Round_Tumor_Cell | FLI1 | ID:5439,0.014474732
5180,Liver | ZBTB33 | ID:63757,0.014446582
2084,HepG2_Epithelium_Liver | RCOR1 | ID:45798,0.014400349
1240,OCI-Ly1_B_cell_lymphoma_Bone_Marrow | E2F1 | ID:41481,0.014390816
2213,K562_Erythroblast_Bone_Marrow | TRIM28 | ID:45933,0.014376287
3762,Embryonic_Stem_Cell | CTNNB1 | ID:53653,0.014361326
1989,H1_Embryonic_Stem_Cell_Embryo | SIN3A | ID:45699,0.014359114
3232,NCI-H660_Epithelium_Prostate | ESR1 | ID:50064,0.014304175
7188,Melanocytic_cell | PMEL | ID:76415,0.01429132
7949,Endothelial_Cell | POLR2A | ID:84781,0.0142412465
2605,T_Lymphocyte_Blood | KAT5 | ID:4632,0.014211248
1074,LX2_Hepatic_Stellate_Cell | SMAD3 | ID:39359,0.01420561
5950,LNCaP_Epithelium_Prostate | AR | ID:68076,0.014118033
5115,K562_Erythroblast_Bone_Marrow | ADNP | ID:63582,0.014086687
2956,P493-6_B_cell_lymphoma | POLR2A | ID:48780,0.014085041
5,H9_Embryonic_Stem_Cell_Embryo | FOXP1 | ID:1012,0.014073043
2371,ECC-1_Epithelium_Endometrium | CTCF | ID:46091,0.0140578225
600,HeLa-S3_Epithelium_Cervix | BRDU | ID:35289,0.013755117
1617,T_Lymphocyte_Blood | KAT8 | ID:4403,0.013736387
8346,MCF-10A_Epithelium_Breast | NR3C1 | ID:87652,0.0137275765
891,U937_Pleura | MYH11 | ID:37625,0.013704804
2507,HepG2_Epithelium_Liver | SRF | ID:46223,0.013704103
7457,SW480_Colon | RELA | ID:81526,0.013625905
6897,MV4;11_Acute_myeloid_leukemia | POLR2A | ID:74310,0.013602557
1325,OCI-Ly10_B_Lymphocyte_Bone_Marrow | STAT3 | ID:42212,0.01356484
4240,Prostate | AR | ID:56111,0.013543555
3951,MCF-7_Epithelium_Breast | ESR1 | ID:54621,0.013487413
2113,HepG2_Epithelium_Liver | JUN | ID:45830,0.013453064
1459,LoVo_Colon | ZBTB10 | ID:42804,0.013413557
4167,Ovcar8 | CTCFL | ID:55779,0.013407921
4837,A549_Epithelium_Lung | CEBPB | ID:62929,0.013398619
7902,U937_Pleura | TCF7L2 | ID:8448,0.013347137
6121,HuRef_Lymphoblastoid | CENPT | ID:69236,0.013219469
7018,T47D | T | ID:74830,0.013210846
4801,MCF-7_Epithelium_Breast | NRF1 | ID:62820,0.013146279
7890,U937_Pleura | CEBPA | ID:8444,0.013130227
4894,HEK293_Epithelium_Embryonic_Kidney | ZNF292 | ID:63049,0.013102614
7155,MCF-10A_Epithelium | CTCF | ID:76251,0.013067552
5091,HEK293_Epithelium_Embryonic_Kidney | ZFP2 | ID:63525,0.013055649
4579,HEK293_Epithelium_Embryonic_Kidney | XRN2 | ID:58843,0.013040009
8866,GM12891 | Pol2 | ENCODE,0.013035113
5058,A549_Epithelium_Lung | NR3C1 | ID:63442,0.013014765
4458,LX2_Hepatic_Stellate_Cell | POLR2A | ID:57815,0.013003956
8060,IMR-5 | RAD21 | ID:85620,0.012978389
5467,K562_Erythroblast_Bone_Marrow | GTF2A2 | ID:64550,0.012881172
4611,Kasumi-1_Myeloblast_Blood | LYL1 | ID:58999,0.012879507
187,MCF-7_Epithelium_Breast | FOXA1 | ID:2321,0.012843395
2483,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:46199,0.012832239
6512,U2OS_Bone | MYC | ID:71935,0.012810286
5651,HEK293_Epithelium_Embryonic_Kidney | ZNF382 | ID:65075,0.012796889
608,Hematopoietic_Cell | ERG | ID:35302,0.012756714
6038,HCT-116_Colon_cancer_cell_Colon | POLR2A | ID:68784,0.012749536
7953,Kasumi-1_Myeloblast_Blood | RUNX1 | ID:8479,0.012747891
4230,GM10855_Lymphocyte_Blood | VDR | ID:561,0.012715346
2452,H1_Embryonic_Stem_Cell_Embryo | POLR2A | ID:46168,0.0127145555
5415,GM12878_B_Lymphocyte_Blood | SUZ12 | ID:64381,0.01270824
5569,A549_Epithelium_Lung | HES2 | ID:64835,0.012697326
5962,C4-2_Prostate | POLR2A | ID:68088,0.012678112
9265,K562 | NF-YB | ENCODE,0.012669702
7549,HeLa_Epithelium_Cervix | INTS11 | ID:82184,0.012666498
9433,Psoas_Muscle | DNase.fdr0.01.hot | Roadmap,0.0126511045
2725,T_Lymphocyte_Blood | REST | ID:47435,0.0126504805
216,MCF-7_Epithelium_Breast | TRIM24 | ID:2404,0.0125971055
9391,NT2-D1 | SUZ12 | ENCODE,0.01259017
2538,HepG2_Epithelium_Liver | ELF1 | ID:46254,0.012570783
41,HeLa_Epithelium_Cervix | C17orf49 | ID:1223,0.012520591
618,Endothelial_Cell_Umbilical_Vein | CTCF | ID:35405,0.01250664
4286,MOLM-14_Myeloid_Cell | BRD4 | ID:56357,0.01249641
5507,A549_Epithelium_Lung | CEBPB | ID:64669,0.012477044
1018,LoVo_Colon | EP300 | ID:38762,0.01246794
9385,NHEK | CTCF | ENCODE | 2,0.012434965
630,T_Lymphocyte_Lymph_Node | TAL1 | ID:35479,0.012425298
7838,MCF-7_Epithelium_Breast | CTCF | ID:84200,0.012415138
1539,HeLa_Epithelium_Cervix | CHRM2 | ID:43234,0.012406622
3783,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:53716,0.012400457
674,MCF-7_Epithelium_Breast | FAIRE | ID:35741,0.012384672
8759,Gliobla | CTCF | ENCODE,0.012365922
8486,LNCaP_Epithelium_Prostate | AR | ID:88420,0.012336016
535,HeLa_Epithelium_Cervix | SUMO1 | ID:34370,0.01233576
3799,T47D_Epithelium_Mammary_Gland | ESR1 | ID:53956,0.012267431
3281,VCaP_Epithelium_Prostate | FOXA1 | ID:50262,0.012246259
2907,BJ_Fibroblast_Skin | KDM6B | ID:48443,0.012208792
6790,B_Lymphocyte_Tonsil | CREBBP | ID:73720,0.012159268
1973,H1_Embryonic_Stem_Cell_Embryo | GTF2F1 | ID:45683,0.012157253
393,B_Lymphocyte_Blood | POLR2A | ID:33439,0.012142802
3933,LS180_Epithelium_Colon | RXRA | ID:5452,0.012119604
8324,MCF-10A_Epithelium_Breast | POLR2A | ID:87590,0.01204913
1318,Jurkat_T_Lymphocyte_Blood | POLR2A | ID:42172,0.01200077
4235,Prostate | AR | ID:56106,0.011961832
107,IB4_Lymphocyte_Blood | SND1 | ID:1795,0.0119482605
2879,GM12878_B_Lymphocyte_Blood | REST | ID:48308,0.011944173
2345,A549_Epithelium_Lung | TCF12 | ID:46066,0.011912403
9211,K562 (IFNg6h) | c-Myc | ENCODE,0.01190026
3704,TSU-1621-MT | LMO2 | ID:53306,0.011896299
1154,Kasumi-1_Myeloblast_Blood | RUNX1T1 | ID:40164,0.011887784
8074,Stem_cell | EP300 | ID:85689,0.0118485615
5590,HEK293_Epithelium_Embryonic_Kidney | ZBTB1 | ID:64879,0.011845813
5355,A549_Epithelium_Lung | NR3C1 | ID:64225,0.011842281
1301,Fibroblast | ASCL1 | ID:41850,0.011794721
307,P493-6_B_cell_lymphoma | T | ID:32816,0.011781884
9197,K562 | CCNT2 | ENCODE,0.011773165
6145,VCaP_Epithelium_Prostate | AR | ID:69283,0.011720976
1135,HCT-116_Colon | ICE2 | ID:39924,0.011676447
5808,Mesenchymal_Stem_Cell_Umbilical_Cord | E2F1 | ID:67458,0.011641602
9103,HepG2 | Nrf1 | ENCODE,0.011621448
7942,K562_Erythroblast_Bone_Marrow | TAL1 | ID:84685,0.011620246
4667,K562_Erythroblast_Bone_Marrow | ID3 | ID:62513,0.011606632
8143,SUM44_Breast | ESR1 | ID:86210,0.011597203
4084,B_Lymphocyte | MEF2B | ID:55547,0.01155467
1812,K562_Erythroblast_Bone_Marrow | CTCF | ID:45395,0.011477434
7668,MDA-MB-231_Epithelium_Breast | PRMT5 | ID:83016,0.011434896
104,IB4_Lymphocyte_Blood | RBPJ | ID:1792,0.011385113
7556,BJ_Fibroblast_Skin | FOXA2 | ID:82250,0.011376081
2654,T47D_Epithelium_Mammary_Gland | FOXA1 | ID:46368,0.011352018
7400,HeLa_Epithelium_Cervix | POLR2A | ID:8101,0.011346131
6180,Erythroid_Cell | STAG1 | ID:69618,0.011339856
3069,H9_Embryonic_Stem_Cell_Embryo | POLR2A | ID:49547,0.011313633
173,MCF-7_Epithelium_Breast | EP300 | ID:2285,0.011303115
3568,U-2932_B_Lymphocyte | PRDM11 | ID:52170,0.011270897
63,HeLa_Epithelium_Cervix | POLR2A | ID:1321,0.011263334
2268,MCF-7_Epithelium_Breast | MYC | ID:45989,0.01124993
7450,K562_Erythroblast_Bone_Marrow | POLR2A | ID:81394,0.011249877
6267,Kasumi-3 | GATA2 | ID:69925,0.011237853
6116,LNCaP_Epithelium_Prostate | TRIM24 | ID:69203,0.011225818
7491,MG-63_Osteosarcoma_cell | FOS | ID:81733,0.011190185
1772,B_Lymphocyte_Blood | EZH2 | ID:45184,0.011178513
3569,U-2932_B_Lymphocyte | PRDM11 | ID:52171,0.011141441
2542,HepG2_Epithelium_Liver | TAF1 | ID:46258,0.011133382
3778,Embryonic_Stem_Cell | NIPBL | ID:53672,0.011129258
9132,HepG2 | USF2 | ENCODE,0.011124098
3492,HUES64_Embryonic_Stem_Cell_Embryo | SRF | ID:51595,0.011097204
1664,LNCaP_Epithelium_Prostate | E2F1 | ID:44321,0.01108114
8377,Breast | AR | ID:87790,0.011017603
5325,HepG2_Epithelium_Liver | HHEX | ID:64139,0.0110094035
712,Epithelium_Mammary_Gland | ESR1 | ID:36096,0.011003843
4229,MCF-7_Epithelium_Breast | RAD21 | ID:56060,0.0109575465
8793,GM12878 | Egr-1 | ENCODE,0.010905996
6056,T47D_Embryonic_Stem_Cell_Breast | FOXA1 | ID:68840,0.010862462
4142,VCaP_Epithelium_Prostate | SUMO2 | ID:55718,0.010827756
2839,MCF-7_Epithelium_Breast | ESR1 | ID:48167,0.010817929
2282,MCF-10A_Epithelium_Breast | POLR2A | ID:46003,0.010767833
8029,N87_Stomach | BRD4 | ID:85397,0.010715932
1766,Stromal_Cell_Adipose | PPARG | ID:4495,0.010619175
4966,Breast | POLR2A | ID:63227,0.010618556
2335,A549_Epithelium_Lung | EP300 | ID:46056,0.0106106205
7166,LCL_Lymphoblastoid_Blood | YY1 | ID:76292,0.010598136
3923,Endothelial_Cell_Umbilical_Vein | FLI1 | ID:5443,0.0105789425
194,MCF-7_Epithelium_Breast | POLR2A | ID:2376,0.010569316
3023,293T-Rex | BMI1 | ID:49263,0.01055831
121,Jurkat_E6-1_T_Lymphocyte_Blood | ETS1 | ID:1938,0.010540413
9193,K562 | BRF1 | ENCODE,0.010518139
387,Proerythroblast_Bone_Marrow | CTCF | ID:33297,0.010486251
3354,Fibroblast | GTF2I | ID:50712,0.010466363
7580,PrEC_Epithelium_Prostate | ZFX | ID:82348,0.010455418
2761,GRANTA-519_B_Lymphocyte | SOX11 | ID:47710,0.0104542365
365,H128_Epithelium_Lung | MAX | ID:33177,0.0104234805
6136,VCaP_Epithelium_Prostate | AR | ID:69274,0.010339848
8690,CD56_Primary_Cells | DNase.fdr0.01.hot | Roadmap,0.01029978
2239,K562_Erythroblast_Bone_Marrow | FOS | ID:45959,0.0102924295
5280,A549_Epithelium_Lung | EP300 | ID:64029,0.010291299
2293,NHDF-neo_Fibroblast_Skin | CTCF | ID:46014,0.010269116
534,HeLa_Epithelium_Cervix | SUMO1 | ID:34369,0.010178759
3494,HUES64_Embryonic_Stem_Cell_Embryo | T | ID:51600,0.010172083
5596,MCF-7_Epithelium_Breast | MBD2 | ID:64901,0.010164187
3723,T47D_Epithelium_Mammary_Gland | CHD8 | ID:53396,0.010101568
3502,HUES64_Embryonic_Stem_Cell_Embryo | MYC | ID:51627,0.010070903
3018,DU145_Epithelium_Prostate | GABPA | ID:49241,0.01004884
5155,A549_Epithelium_Lung | CEBPB | ID:63666,0.010045976
7883,T47D_Epithelium_Mammary_Gland | POLR2A | ID:84350,0.010018296
3043,GM18505_Lymphoblastoid_Blood | RELA | ID:4942,0.009957546
5121,HEK293_Epithelium_Embryonic_Kidney | GFI1B | ID:63598,0.009939935
1960,GM18505_Lymphoblastoid_Blood | RELA | ID:45670,0.009876786
8799,GM12878 | GABP | ENCODE,0.009750554
1574,Jurkat_T_Lymphocyte_Blood | CDK7 | ID:43592,0.0097333705
8380,Breast | AR | ID:87795,0.0096849445
2883,GM12878_B_Lymphocyte_Blood | SPI1 | ID:48314,0.009659642
4369,K562_Erythroblast_Bone_Marrow | KRAB | ID:56850,0.009538
6830,293T | ZNF257 | ID:73966,0.009484218
7398,HeLa_Epithelium_Cervix | MYC | ID:8099,0.009462543
6624,A375_Melanoma_Cell | SP1 | ID:72611,0.009444606
6949,COLO-320_Colorectal_cancer_cell_line | TFAP4 | ID:74431,0.009429755
6592,Th2 | POLR2A | ID:72421,0.009429076
2851,GM12878_B_Lymphocyte_Blood | REST | ID:48267,0.009338322
4083,Thymocyte | RAG2 | ID:55543,0.0093313325
5826,COLO-320 | BRD4 | ID:67534,0.009314173
8146,MCF-7_Epithelium_Breast | ESR1 | ID:86282,0.009287508
4128,MCF-7_Epithelium_Breast | POLR2A | ID:55683,0.009250308
5583,K562_Erythroblast_Bone_Marrow | ZFX | ID:64866,0.009169979
3202,K562_Erythroblast_Bone_Marrow | BMI1 | ID:50021,0.009159734
8485,MCF-7_Epithelium_Breast | ESR1 | ID:88372,0.009076127
5014,Liver | ZBTB33 | ID:63347,0.0090439655
7628,U266B1_Plasma_Cell | PRDM1 | ID:82633,0.008984348
6108,T47D_Breast | PR | ID:68971,0.008972092
3031,H1_Embryonic_Stem_Cell_Embryo | TAFII | ID:4930,0.00894262
445,HepG2_Epithelium_Liver | FAIRE | ID:33605,0.008908847
58,HeLa_Epithelium_Cervix | PHF8 | ID:1314,0.008895378
8007,MKL-1_Merkel_cell_carcinoma | EP400 | ID:85166,0.008856825
6362,MCF-7_Human_Breast_Cancer_Cell_Breast | RUNX1 | ID:70985,0.008805391
4515,LNCaP-abl_Epithelium_Prostate | MED1 | ID:58342,0.008753628
4316,MSTO | TEAD1 | ID:56535,0.008675844
